Time_sec;MPU_Fusion_deg;Shaft_Angle_deg;Final_Fusion_deg
8.4;44.6;45.0;44.8
8.5;44.6;45.0;44.9
8.6;44.0;45.0;44.6
8.7;44.0;45.0;44.6
9.0;44.5;45.0;44.8
9.2;44.3;45.0;44.7
9.7;44.4;45.0;44.8
9.9;44.2;45.0;44.7
10.2;44.0;45.0;44.6
10.3;43.8;45.0;44.5
10.5;43.3;45.0;44.3
10.7;44.2;45.0;44.7
10.7;44.5;45.0;44.8
10.9;44.1;45.0;44.7
11.1;44.3;45.0;44.7
11.2;43.8;45.0;44.5
11.4;44.9;45.0;45.0
11.5;43.8;45.0;44.5
11.7;44.9;45.0;45.0
11.9;44.2;45.0;44.7
12.0;43.8;45.0;44.5
12.1;44.0;45.0;44.6
12.3;44.5;45.0;44.8
12.4;44.3;45.0;44.7
12.6;44.0;45.0;44.6
12.7;44.2;45.0;44.7
12.8;43.8;45.0;44.5
13.0;44.3;45.0;44.7
13.2;44.2;45.0;44.7
13.3;42.0;43.9;43.1
13.6;42.3;43.9;43.3
13.8;43.1;43.9;43.6
14.0;42.9;43.9;43.5
14.2;43.3;43.9;43.7
14.4;43.1;43.9;43.6
14.6;43.1;43.9;43.6
14.7;43.2;43.9;43.6
14.9;43.4;43.9;43.7
15.0;42.6;43.9;43.4
15.1;42.7;43.9;43.4
15.3;43.1;43.9;43.6
15.5;43.2;43.9;43.6
15.6;42.5;43.9;43.3
15.7;43.2;43.9;43.6
15.9;44.2;43.9;44.0
16.0;42.2;43.9;43.2
16.2;43.0;43.9;43.5
16.3;42.9;43.9;43.5
16.4;42.7;43.9;43.4
16.6;42.6;43.9;43.4
16.8;42.9;43.9;43.5
16.9;43.3;43.9;43.6
17.1;43.1;43.9;43.6
17.2;42.9;43.9;43.5
17.4;42.7;43.9;43.4
17.5;42.6;43.9;43.4
17.6;42.6;43.9;43.4
17.8;43.5;43.9;43.7
18.0;42.9;43.9;43.5
18.2;42.9;43.9;43.5
18.3;42.6;43.9;43.4
18.4;42.5;43.9;43.4
18.6;43.0;43.9;43.5
18.8;42.8;43.9;43.5
18.8;42.9;43.9;43.5
19.0;42.9;43.9;43.5
19.2;42.7;43.9;43.4
19.3;42.7;43.9;43.4
19.5;43.2;43.9;43.6
19.6;43.1;43.9;43.6
19.7;42.7;43.9;43.4
19.9;42.9;43.9;43.5
20.1;42.9;43.9;43.5
20.1;42.9;43.9;43.5
20.2;42.9;43.9;43.5
20.4;43.4;43.9;43.7
20.5;43.4;43.9;43.7
20.6;42.6;43.9;43.4
20.8;43.3;43.9;43.7
20.9;44.1;43.9;44.0
21.0;42.0;43.9;43.1
21.2;43.5;43.9;43.7
21.4;44.0;44.0;44.0
21.5;43.1;44.0;43.6
21.7;43.5;44.0;43.8
21.8;42.9;44.0;43.5
22.0;43.1;44.0;43.6
22.1;42.4;44.0;43.4
22.2;43.4;44.0;43.8
22.4;43.1;44.0;43.6
22.6;42.9;44.0;43.6
22.7;42.9;44.0;43.6
22.9;43.3;44.0;43.7
23.0;43.8;44.0;43.9
23.2;42.8;44.0;43.5
23.4;42.9;44.0;43.5
23.4;43.3;44.0;43.7
23.6;42.4;44.0;43.3
23.8;42.4;44.0;43.3
23.9;43.0;44.0;43.6
24.0;43.0;44.0;43.6
24.1;43.4;44.0;43.7
24.2;42.2;44.0;43.3
24.3;43.0;44.0;43.6
24.5;43.2;44.0;43.7
24.7;43.1;44.0;43.6
24.7;42.9;44.0;43.5
24.9;43.0;44.0;43.6
25.1;43.2;44.0;43.7
25.2;42.6;44.0;43.4
25.3;42.5;44.0;43.4
25.5;43.1;44.0;43.6
