Time_sec,MPU_Fusion_deg,Shaft_Angle_deg,Final_Fusion_deg
0.1,0.1,0.0,0.0
0.3,0.1,0.0,0.0
0.4,0.0,0.0,0.0
0.5,0.0,0.0,0.0
0.6,0.0,0.0,0.0
0.7,0.0,0.0,0.0
0.8,0.0,0.0,0.0
0.9,0.0,0.0,0.0
1.1,0.0,0.0,0.0
1.1,0.1,0.0,0.0
1.3,0.1,0.0,0.0
1.4,0.0,0.0,0.0
1.5,-0.0,0.0,-0.0
1.6,-0.0,0.0,0.0
1.7,-0.0,0.0,-0.0
1.8,0.0,0.0,0.0
1.9,0.0,0.0,0.0
2.0,0.1,0.0,0.0
2.2,0.1,0.0,0.0
2.3,0.1,0.0,0.0
2.5,0.0,0.0,0.0
2.6,0.0,0.0,0.0
2.7,0.0,0.0,0.0
2.8,0.0,0.0,0.0
2.9,-0.0,0.0,0.0
3.0,0.0,0.0,0.0
3.1,0.0,0.0,0.0
3.2,0.0,0.0,0.0
3.4,0.0,0.0,0.0
3.4,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.7,0.0,0.0,0.0
3.8,-0.0,0.0,0.0
3.9,0.0,0.0,0.0
4.0,0.0,0.0,0.0
4.1,-0.1,0.0,-0.0
4.2,-0.0,0.0,0.0
4.3,-0.0,0.0,0.0
4.5,-0.0,0.0,-0.0
4.5,-0.0,0.0,0.0
4.7,-0.1,0.0,-0.0
4.8,-0.1,0.0,-0.0
4.9,-0.0,0.0,0.0
5.0,-0.0,0.0,0.0
5.1,0.0,0.0,0.0
5.2,0.0,0.0,0.0
5.3,0.0,0.0,0.0
5.4,-0.0,0.0,0.0
5.6,0.0,0.0,0.0
5.7,-0.9,-1.5,-1.4
5.9,-1.2,-4.7,-3.8
6.0,-3.0,-8.0,-6.8
6.1,-3.0,-9.8,-8.1
6.2,-4.5,-13.2,-11.0
6.3,-6.2,-14.9,-12.7
6.5,-7.7,-18.4,-15.7
6.5,-10.7,-20.1,-17.8
6.6,-13.5,-22.2,-20.0
6.8,-14.5,-26.3,-23.4
7.0,-19.5,-29.9,-27.3
7.2,-23.2,-29.9,-28.2
7.3,-24.7,-29.9,-28.6
7.5,-27.3,-29.9,-29.3
7.7,-29.2,-29.9,-29.8
7.9,-30.6,-29.9,-30.1
8.0,-31.2,-29.9,-30.2
8.1,-31.6,-29.9,-30.3
8.2,-31.9,-29.9,-30.4
8.4,-32.4,-29.9,-30.5
8.6,-32.6,-29.9,-30.6
8.8,-32.6,-29.9,-30.6
9.0,-32.4,-29.9,-30.6
9.2,-32.1,-29.9,-30.5
9.4,-31.8,-29.9,-30.4
9.6,-31.5,-29.9,-30.3
9.8,-31.2,-29.9,-30.2
10.0,-30.8,-29.9,-30.1
10.1,-30.6,-29.9,-30.1
10.1,-30.4,-29.9,-30.0
10.3,-30.0,-29.9,-29.9
10.5,-29.8,-29.9,-29.9
10.6,-29.6,-29.9,-29.8
10.8,-29.4,-29.9,-29.8
11.0,-29.1,-29.9,-29.7
11.0,-29.0,-29.9,-29.7
11.1,-28.9,-29.9,-29.7
11.3,-28.8,-29.9,-29.6
11.5,-28.5,-29.9,-29.6
11.6,-28.4,-29.9,-29.6
11.7,-28.4,-29.9,-29.5
11.9,-28.3,-29.9,-29.5
12.0,-28.2,-29.9,-29.5
12.1,-28.2,-29.9,-29.5
12.3,-28.1,-29.9,-29.5
12.5,-28.1,-29.9,-29.4
12.6,-28.0,-29.9,-29.4
12.7,-28.0,-29.9,-29.4
12.8,-28.0,-29.9,-29.4
13.0,-28.1,-29.9,-29.5
13.1,-28.1,-29.9,-29.5
13.3,-28.0,-29.9,-29.4
13.5,-28.1,-29.9,-29.4
13.6,-28.1,-29.9,-29.4
13.8,-28.0,-29.9,-29.4
14.0,-28.0,-29.9,-29.4
14.1,-28.0,-29.9,-29.4
14.3,-28.0,-29.9,-29.4
14.5,-28.1,-29.9,-29.4
14.5,-28.1,-29.9,-29.4
14.7,-28.0,-29.9,-29.4
14.9,-27.9,-29.9,-29.4
15.0,-28.0,-29.9,-29.4
15.1,-27.9,-29.9,-29.4
15.3,-27.9,-29.9,-29.4
15.5,-28.0,-29.9,-29.4
15.6,-28.0,-29.9,-29.4
15.8,-28.1,-29.9,-29.5
16.0,-28.1,-29.9,-29.5
16.1,-28.1,-29.9,-29.5
16.3,-28.1,-29.9,-29.5
16.4,-28.1,-29.9,-29.5
16.5,-28.1,-29.9,-29.5
16.6,-28.1,-29.9,-29.5
16.8,-28.1,-29.9,-29.5
17.0,-28.2,-29.9,-29.5
17.1,-28.2,-29.9,-29.5
17.2,-28.2,-29.9,-29.5
17.4,-28.3,-29.9,-29.5
17.5,-28.3,-29.9,-29.5
17.7,-28.3,-29.9,-29.5
17.9,-28.2,-29.9,-29.5
18.0,-28.2,-29.9,-29.5
18.0,-28.2,-29.9,-29.5
18.2,-28.2,-29.9,-29.5
18.4,-28.2,-29.9,-29.5
18.5,-28.2,-29.9,-29.5
18.6,-28.2,-29.9,-29.5
18.8,-28.2,-29.9,-29.5
18.9,-28.2,-29.9,-29.5
19.0,-28.1,-29.9,-29.5
19.1,-28.1,-29.9,-29.5
19.3,-28.2,-29.9,-29.5
19.4,-28.2,-29.9,-29.5
19.5,-28.2,-29.9,-29.5
19.6,-28.2,-29.9,-29.5
19.8,-28.2,-29.9,-29.5
19.9,-28.2,-29.9,-29.5
20.0,-28.1,-29.9,-29.5
20.2,-28.1,-29.9,-29.5
20.4,-28.1,-29.9,-29.5
20.5,-28.1,-29.9,-29.5
20.6,-28.1,-29.9,-29.5
20.7,-28.1,-29.9,-29.5
20.9,-28.2,-29.9,-29.5
21.0,-28.1,-29.9,-29.5
21.2,-28.1,-29.9,-29.5
21.4,-28.1,-29.9,-29.5
21.5,-28.2,-29.9,-29.5
21.5,-28.1,-29.9,-29.5
21.7,-28.1,-29.9,-29.5
21.9,-28.1,-29.9,-29.5
22.0,-28.1,-29.9,-29.5
22.2,-28.2,-29.9,-29.5
22.4,-28.2,-29.9,-29.5
22.4,-28.2,-29.9,-29.5
22.6,-28.2,-29.9,-29.5
22.8,-28.3,-29.9,-29.5
23.0,-28.2,-29.9,-29.5
23.2,-28.4,-29.9,-29.5
23.3,-28.3,-29.9,-29.5
23.4,-28.3,-29.9,-29.5
23.5,-28.3,-29.9,-29.5
23.7,-28.3,-29.9,-29.5
23.9,-28.3,-29.9,-29.5
24.0,-28.2,-29.9,-29.5
24.2,-28.2,-29.9,-29.5
24.3,-28.2,-29.9,-29.5
24.4,-28.1,-29.9,-29.5
24.5,-27.9,-29.9,-29.4
24.7,-28.2,-29.9,-29.5
