Time,MPU_Fusion,Shaft_Angle,Final_Fusion
90.28258562088013,-0.12,0.0,-0.03
90.42315888404846,-0.12,0.0,-0.03
90.56333661079407,-0.12,0.0,-0.03
90.70314931869507,-0.1,0.0,-0.02
90.84182953834534,-0.06,0.0,-0.01
90.98257780075073,-0.07,0.0,-0.01
91.07570672035217,-0.05,0.0,-0.01
91.21460890769958,-0.03,0.0,0.0
91.35446286201477,-0.01,0.0,0.0
91.49517965316772,-0.05,0.0,-0.01
91.63401818275452,-0.03,0.0,0.0
91.7746229171753,-0.06,0.0,-0.01
91.91457152366638,-0.03,0.0,0.0
92.0576684474945,-0.03,0.0,0.0
92.196293592453,-0.01,0.0,0.0
92.29576325416565,-0.03,0.0,0.0
92.43550157546997,-0.03,0.0,0.0
92.58305311203003,-0.02,0.0,0.0
92.71155786514282,-0.06,0.0,-0.01
92.85083961486816,-0.08,0.0,-0.02
92.98955941200256,-0.03,0.0,0.0
93.12946271896362,-0.04,0.0,-0.01
93.27147388458252,-0.01,0.0,0.0
93.41110467910767,0.0,0.0,0.0
93.5081398487091,0.01,0.0,0.0
93.6578860282898,0.03,0.0,0.0
93.76344203948975,0.03,0.0,0.0
93.89858436584473,0.04,0.0,0.01
94.03668236732483,0.05,0.0,0.01
94.17479848861694,0.01,0.0,0.0
94.26977515220642,0.04,0.0,0.01
94.41092109680176,0.05,0.0,0.01
94.55030632019043,0.08,0.0,0.02
94.69169569015503,-0.02,0.0,0.0
94.78547477722168,0.03,0.0,0.0
94.92479920387268,0.01,0.0,0.0
95.06324076652527,0.02,0.0,0.0
95.2031352519989,0.05,0.0,0.01
95.34263491630554,0.01,0.0,0.0
95.43648099899292,0.01,0.0,0.0
95.57780265808105,0.05,0.0,0.01
95.71780037879944,0.09,0.0,0.02
95.85654807090759,0.08,0.0,0.02
95.95464777946472,0.06,0.0,0.01
96.08877682685852,-0.01,0.0,0.0
96.22959113121033,0.0,0.0,0.0
96.36967706680298,0.01,0.0,0.0
96.50952172279358,0.0,0.0,0.0
96.60422849655151,0.02,0.0,0.0
96.74347281455994,0.03,0.0,0.0
96.88378190994263,0.04,0.0,0.01
97.0241048336029,0.02,0.0,0.0
97.11851358413696,0.04,0.0,0.01
97.25991368293762,0.06,0.0,0.01
97.40093803405762,0.07,0.0,0.01
97.53982734680176,0.08,0.0,0.02
97.63138341903687,0.06,0.0,0.01
97.77140092849731,0.04,0.0,0.01
97.91075277328491,0.05,0.0,0.01
98.0505723953247,0.04,0.0,0.01
98.14537405967712,0.01,0.0,0.0
98.28585171699524,0.0,0.0,0.0
98.42566347122192,0.0,0.0,0.0
98.56413149833679,0.0,0.0,0.0
98.7040057182312,-0.01,0.0,0.0
98.84213709831238,-0.01,0.0,0.0
98.93542981147766,-0.03,0.0,0.0
99.07471752166748,-0.05,0.0,-0.01
99.21358871459961,-0.04,0.0,-0.01
99.35453128814697,-0.02,0.0,0.0
99.49460768699646,-0.04,0.0,-0.01
99.6335654258728,-0.07,0.0,-0.01
99.77563309669495,-0.06,0.0,-0.01
99.91712093353271,-0.03,0.0,0.0
100.05608868598938,-0.03,0.0,0.0
100.15031719207764,-0.01,0.0,0.0
100.33451175689697,0.0,0.0,0.0
100.4277777671814,0.03,0.0,0.0
100.56821489334106,-0.01,0.0,0.0
100.70883297920227,-0.02,0.0,0.0
100.84841990470886,-0.01,0.0,0.0
100.95855903625488,0.0,0.0,0.0
101.0981559753418,0.0,0.0,0.0
101.23778533935547,-0.01,0.0,0.0
101.37797522544861,0.01,0.0,0.0
101.4698052406311,-0.01,0.0,0.0
101.61202907562256,0.0,0.0,0.0
101.75046801567078,-0.04,0.0,-0.01
101.88916730880737,0.0,0.0,0.0
102.02948641777039,0.01,0.0,0.0
102.169260263443,0.02,0.0,0.0
102.261878490448,-0.09,0.0,-0.02
102.40199828147888,-0.07,0.0,-0.01
102.53982949256897,-0.08,0.0,-0.02
102.68084836006165,-0.06,0.0,-0.01
102.82249212265015,-0.04,0.0,-0.01
102.96057534217834,-0.03,0.0,0.0
103.10085391998291,-0.02,0.0,0.0
103.23810195922852,-0.03,0.0,0.0
103.37944841384888,-0.06,0.0,-0.01
103.51811742782593,-0.04,0.0,-0.01
103.60808420181274,-0.05,0.0,-0.01
103.74770593643188,-0.02,0.0,0.0
103.89438509941101,-0.05,0.0,-0.01
104.03175568580627,-0.03,0.0,0.0
104.17179918289185,0.0,0.0,0.0
104.3099844455719,-0.01,0.0,0.0
104.42657279968262,-0.02,0.0,0.0
104.57122087478638,0.0,0.0,0.0
104.71157169342041,-0.02,0.0,0.0
104.85328555107117,-0.02,0.0,0.0
105.0386688709259,-0.03,0.0,0.0
105.13128662109375,0.0,0.0,0.0
105.27155208587646,0.01,0.0,0.0
105.41445350646973,0.01,0.0,0.0
105.5098226070404,0.01,0.0,0.0
105.66212773323059,-0.01,0.0,0.0
105.80153703689575,-0.01,0.0,0.0
105.94180464744568,-0.03,0.0,0.0
106.08253383636475,-0.06,0.0,-0.01
106.22229552268982,-0.04,0.0,-0.01
106.31438827514648,-0.08,0.0,-0.02
106.45493817329407,-0.02,0.0,0.0
106.59510040283203,-0.03,0.0,0.0
106.73575472831726,0.0,0.0,0.0
106.87607073783875,0.01,0.0,0.0
107.01548290252686,-0.01,0.0,0.0
107.15461826324463,0.01,0.0,0.0
107.26342272758484,0.0,0.0,0.0
107.40466451644897,0.03,0.0,0.0
107.49796772003174,0.05,0.0,0.01
107.63696241378784,0.02,0.0,0.0
107.77499198913574,0.0,0.0,0.0
107.91461682319641,-0.03,0.0,0.0
108.05354762077332,-0.04,0.0,-0.01
108.19369554519653,-0.05,0.0,-0.01
108.33477210998535,-0.09,0.0,-0.02
108.43542575836182,-0.07,0.0,-0.01
108.58811330795288,-0.02,0.0,0.0
108.72268104553223,-0.05,0.0,-0.01
108.86359333992004,-0.06,0.0,-0.01
109.00346398353577,-0.08,0.0,-0.02
109.14423203468323,-0.08,0.0,-0.02
109.23663878440857,-0.06,0.0,-0.01
109.37526416778564,-0.05,0.0,-0.01
109.52062058448792,-0.03,0.0,0.0
109.65855860710144,0.01,0.0,0.0
109.80177783966064,0.03,0.0,0.0
109.93956160545349,0.04,0.0,0.01
110.03505611419678,0.07,0.0,0.01
110.17089939117432,0.0,0.0,0.0
110.32783794403076,-0.03,0.0,0.0
110.42048740386963,-0.02,0.0,0.0
110.55990481376648,-0.02,0.0,0.0
110.69991278648376,0.01,0.0,0.0
110.84040856361389,0.02,0.0,0.0
110.94786477088928,0.03,0.0,0.0
111.09166550636292,0.04,0.0,0.01
111.23505449295044,0.04,0.0,0.01
111.32791876792908,0.06,0.0,0.01
111.4695873260498,0.02,0.0,0.0
111.6101508140564,0.04,0.0,0.01
111.74969744682312,0.02,0.0,0.0
111.841477394104,0.01,0.0,0.0
111.98169159889221,0.04,0.0,0.01
112.12171816825867,0.04,0.0,0.01
112.26545548439026,0.05,0.0,0.01
112.35928106307983,0.06,0.0,0.01
112.49737882614136,0.03,0.0,0.0
112.63826751708984,0.02,0.0,0.0
112.77941370010376,0.0,0.0,0.0
112.87378191947937,0.01,0.0,0.0
113.01322507858276,-0.01,0.0,0.0
113.15371823310852,-0.05,0.0,-0.01
113.29458737373352,0.0,0.0,0.0
113.4348213672638,0.0,0.0,0.0
113.57382440567017,-0.06,0.0,-0.01
113.71667671203613,-0.07,0.0,-0.01
113.8567488193512,-0.03,0.0,0.0
113.95160031318665,-0.05,0.0,-0.01
114.08977365493774,-0.04,0.0,-0.01
114.22948265075684,-0.04,0.0,-0.01
114.37202024459839,-0.02,0.0,0.0
114.5138030052185,-0.02,0.0,0.0
114.65366554260254,0.01,0.0,0.0
114.74910378456116,0.04,0.0,0.01
114.88452672958374,0.03,0.0,0.0
115.03036403656006,0.05,0.0,0.01
115.1795015335083,0.0,0.0,0.0
115.31985807418823,0.0,0.0,0.0
115.41851544380188,0.0,0.0,0.0
115.55564999580383,-0.02,0.0,0.0
115.69570779800415,-0.04,0.0,-0.01
115.83614420890808,-0.02,0.0,0.0
115.9779224395752,-0.01,0.0,0.0
116.08653926849365,-0.03,0.0,0.0
116.23367762565613,-0.03,0.0,0.0
116.38416409492493,-0.02,0.0,0.0
116.48384594917297,0.02,0.0,0.0
116.63993811607361,0.03,0.0,0.0
116.8396806716919,0.01,0.0,0.0
116.94270586967468,0.0,0.0,0.0
117.0915949344635,0.01,0.0,0.0
117.19792008399963,0.03,0.0,0.0
117.35615348815918,0.01,0.0,0.0
117.46390843391418,0.0,0.0,0.0
117.60807514190674,0.01,0.0,0.0
117.76362943649292,0.03,0.0,0.0
117.85891270637512,0.02,0.0,0.0
118.0053780078888,0.04,0.0,0.01
118.10128140449524,0.04,0.0,0.01
118.26061773300171,0.02,0.0,0.0
118.37226104736328,0.0,0.0,0.0
118.51904392242432,0.0,0.0,0.0
118.66293215751648,0.0,0.0,0.0
118.80874752998352,-0.02,0.0,0.0
118.90585970878601,0.0,0.0,0.0
119.0544183254242,-0.01,0.0,0.0
119.20543646812439,-0.01,0.0,0.0
119.30650019645691,0.04,0.0,0.01
119.45771217346191,0.02,0.0,0.0
119.55549192428589,0.0,0.0,0.0
119.71211457252502,0.0,0.0,0.0
119.86290574073792,0.0,0.0,0.0
119.97345447540283,0.0,0.0,0.0
120.11695432662964,0.01,0.0,0.0
120.26364827156067,0.03,0.0,0.0
120.37094068527222,0.03,0.0,0.0
120.49775838851929,0.0,0.0,0.0
120.64326906204224,0.0,0.0,0.0
120.74784660339355,0.0,0.0,0.0
120.89639616012573,0.02,0.0,0.0
120.99442625045776,-0.01,0.0,0.0
121.13853931427002,-0.01,0.0,0.0
121.28837466239929,-0.02,0.0,0.0
121.43341088294983,0.0,0.0,0.0
121.53771781921387,-0.02,0.0,0.0
121.68388414382935,0.0,0.0,0.0
121.83037066459656,0.02,0.0,0.0
121.93219494819641,0.01,0.0,0.0
122.08390617370605,0.02,0.0,0.0
122.1819212436676,0.0,0.0,0.0
122.32803964614868,-0.02,0.0,0.0
122.47788000106812,0.0,0.0,0.0
122.5810809135437,-0.02,0.0,0.0
122.73306608200073,0.01,0.0,0.0
122.9325966835022,0.0,0.0,0.0
123.03376269340515,-0.02,0.0,0.0
123.1780788898468,-0.03,0.0,0.0
123.27863430976868,-0.01,0.0,0.0
123.430743932724,-0.01,0.0,0.0
123.57818603515625,-0.05,0.0,-0.01
123.68752121925354,-0.04,0.0,-0.01
123.82776522636414,0.0,0.0,0.0
123.98201155662537,0.01,0.0,0.0
124.1224958896637,0.0,0.0,0.0
124.2148790359497,-0.02,0.0,0.0
124.35979795455933,-0.03,0.0,0.0
124.50293016433716,-0.06,0.0,-0.01
124.64056873321533,0.0,0.0,0.0
124.78058075904846,0.0,0.0,0.0
124.91316485404968,0.0,0.0,0.0
125.01159572601318,0.02,0.0,0.0
125.15257906913757,0.0,0.0,0.0
125.2969880104065,-0.03,0.0,0.0
125.43568658828735,-0.02,0.0,0.0
125.57631206512451,-0.08,0.0,-0.02
125.71520185470581,-0.03,0.0,0.0
125.83505940437317,-0.02,0.0,0.0
125.9698805809021,-0.03,0.0,0.0
126.10310506820679,-0.03,0.0,0.0
126.24252605438232,-0.02,0.0,0.0
126.38278865814209,-0.06,0.0,-0.01
126.52276539802551,-0.1,0.0,-0.02
126.66163682937622,-0.06,0.0,-0.01
126.75489163398743,-0.06,0.0,-0.01
126.89681720733643,-0.08,0.0,-0.02
127.0394458770752,-0.08,0.0,-0.02
127.17995071411133,-0.09,0.0,-0.02
127.31402230262756,-0.03,0.0,0.0
127.45201969146729,-0.02,0.0,0.0
127.5924642086029,-0.04,0.0,-0.01
127.73206400871277,-0.04,0.0,-0.01
127.87155675888062,-0.07,0.0,-0.01
128.01158380508423,-0.09,0.0,-0.02
128.10862112045288,-0.08,0.0,-0.02
128.2543978691101,-0.07,0.0,-0.01
128.40389585494995,-0.03,0.0,0.0
128.53609895706177,-0.05,0.0,-0.01
128.67801690101624,-0.01,0.0,0.0
128.80784034729004,-0.04,0.0,-0.01
128.94779801368713,-0.02,0.0,0.0
129.1037724018097,-0.01,0.0,0.0
129.19799542427063,-0.02,0.0,0.0
129.33915424346924,0.02,0.0,0.0
129.4922535419464,0.02,0.0,0.0
129.63139653205872,0.04,0.0,0.01
129.77106428146362,0.02,0.0,0.0
129.91034507751465,-0.01,0.0,0.0
130.04990673065186,0.01,0.0,0.0
130.14179682731628,0.02,0.0,0.0
130.28499293327332,0.04,0.0,0.01
130.39278936386108,0.08,0.0,0.02
130.53879380226135,0.06,0.0,0.01
130.6714072227478,0.08,0.0,0.02
130.81173300743103,0.03,0.0,0.0
130.91703748703003,0.0,0.0,0.0
131.06436848640442,0.02,0.0,0.0
131.20541954040527,0.02,0.0,0.0
131.29970169067383,0.04,0.0,0.01
131.48372411727905,0.03,0.0,0.0
131.6221113204956,0.03,0.0,0.0
131.71959829330444,0.05,0.0,0.01
131.90260338783264,0.03,0.0,0.0
131.99622869491577,-0.01,0.0,0.0
132.13863253593445,0.0,0.0,0.0
132.2740547657013,-0.01,0.0,0.0
132.4127538204193,0.0,0.0,0.0
132.52568793296814,-0.06,0.0,-0.01
132.67851853370667,-0.07,0.0,-0.01
132.81993412971497,-0.06,0.0,-0.01
132.9578697681427,-0.06,0.0,-0.01
133.09504580497742,-0.05,0.0,-0.01
133.23468327522278,-0.03,0.0,0.0
133.32860326766968,-0.12,0.0,-0.03
133.4665298461914,-0.08,0.0,-0.02
133.60963678359985,-0.08,0.0,-0.02
133.7525327205658,-0.06,0.0,-0.01
133.8915672302246,-0.03,0.0,0.0
134.02894949913025,-0.05,0.0,-0.01
134.16961479187012,-0.03,0.0,0.0
134.30962443351746,-0.04,0.0,-0.01
134.4496030807495,-0.05,0.0,-0.01
134.54235315322876,-0.07,0.0,-0.01
134.68158888816833,-0.06,0.0,-0.01
134.82185220718384,-0.02,0.0,0.0
134.9607675075531,-0.02,0.0,0.0
135.1011266708374,-0.07,0.0,-0.01
135.2398190498352,-0.04,0.0,-0.01
135.38099932670593,-0.03,0.0,0.0
135.52080392837524,-0.04,0.0,-0.01
135.6604061126709,-0.01,0.0,0.0
135.81894946098328,-0.04,0.0,-0.01
135.91324710845947,0.02,0.0,0.0
136.05336046218872,0.03,0.0,0.0
136.14520955085754,0.03,0.0,0.0
136.28548574447632,0.03,0.0,0.0
136.42569851875305,0.02,0.0,0.0
136.5338249206543,0.02,0.0,0.0
136.67364525794983,0.0,0.0,0.0
136.81378746032715,0.0,0.0,0.0
136.95379614830017,-0.07,0.0,-0.01
137.0939178466797,-0.01,0.0,0.0
137.23566699028015,-0.02,0.0,0.0
137.33762049674988,-0.06,0.0,-0.01
137.48134398460388,-0.04,0.0,-0.01
137.62390637397766,0.0,0.0,0.0
137.76395964622498,-0.04,0.0,-0.01
137.9028298854828,-0.03,0.0,0.0
138.04392743110657,-0.02,0.0,0.0
138.1408634185791,0.0,0.0,0.0
138.28212094306946,0.0,0.0,0.0
138.4056272506714,0.02,0.0,0.0
138.54436135292053,0.0,0.0,0.0
138.68074226379395,0.03,0.0,0.0
138.8205864429474,0.01,0.0,0.0
138.92423725128174,0.01,0.0,0.0
139.06441164016724,0.02,0.0,0.0
139.24474477767944,0.0,0.0,0.0
139.38188862800598,-0.01,0.0,0.0
139.52016305923462,0.0,0.0,0.0
139.62998127937317,0.0,0.0,0.0
139.75332808494568,0.01,0.0,0.0
139.9386284351349,0.0,0.0,0.0
140.07728219032288,0.0,0.0,0.0
140.21598196029663,-0.03,0.0,0.0
140.35869812965393,-0.04,0.0,-0.01
140.46657013893127,-0.07,0.0,-0.01
140.62153387069702,-0.04,0.0,-0.01
140.72984218597412,0.0,0.0,0.0
140.8697772026062,0.02,0.0,0.0
141.0255525112152,0.02,0.0,0.0
141.13456273078918,0.02,0.0,0.0
141.2747766971588,0.01,0.0,0.0
141.36874771118164,0.02,0.0,0.0
141.50836324691772,0.04,0.0,0.01
141.6457715034485,0.04,0.0,0.01
141.78590726852417,-0.01,0.0,0.0
141.92434215545654,-0.04,0.0,-0.01
142.06364488601685,-0.01,0.0,0.0
142.1561779975891,-0.05,0.0,-0.01
