No.;Time;Source;Destination;Protocol;Length;Info;
26271;288.240.672;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2230;" Unit:   1, Func:   3: Read Holding Registers"""
26281;288.325.825;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26101 Ack=36976 Win=65093 Len=0;
26283;288.375.667;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2231;" Unit:   1, Func:   3: Read Holding Registers"""
26293;288.452.455;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26113 Ack=36993 Win=65076 Len=0;
26296;288.524.581;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2232;" Unit:   1, Func:   3: Read Holding Registers"""
26305;288.594.106;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26125 Ack=37010 Win=65059 Len=0;
26308;288.641.871;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2233;" Unit:   1, Func:   3: Read Holding Registers"""
26315;288.716.790;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26137 Ack=37027 Win=65042 Len=0;
26320;288.785.827;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2234;" Unit:   1, Func:   3: Read Holding Registers"""
26325;288.842.858;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26149 Ack=37044 Win=65025 Len=0;
26331;288.901.037;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2235;" Unit:   1, Func:   3: Read Holding Registers"""
26337;288.969.385;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26161 Ack=37061 Win=65008 Len=0;
26343;289.031.611;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2236;" Unit:   1, Func:   3: Read Holding Registers"""
26350;289.094.539;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26173 Ack=37078 Win=64991 Len=0;
26355;289.157.674;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2237;" Unit:   1, Func:   3: Read Holding Registers"""
26363;289.235.926;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26185 Ack=37095 Win=64974 Len=0;
26367;289.286.237;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2238;" Unit:   1, Func:   3: Read Holding Registers"""
26375;289.362.162;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26197 Ack=37112 Win=64957 Len=0;
26380;289.426.581;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2239;" Unit:   1, Func:   3: Read Holding Registers"""
26387;289.502.713;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26209 Ack=37129 Win=64940 Len=0;
26391;289.554.180;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2240;" Unit:   1, Func:   3: Read Holding Registers"""
26399;289.627.716;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26221 Ack=37146 Win=64923 Len=0;
26406;289.694.804;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2241;" Unit:   1, Func:   3: Read Holding Registers"""
26411;289.763.929;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26233 Ack=37163 Win=64906 Len=0;
26418;289.831.658;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2242;" Unit:   1, Func:   3: Read Holding Registers"""
26423;289.891.146;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26245 Ack=37180 Win=64889 Len=0;
26430;289.948.598;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2243;" Unit:   1, Func:   3: Read Holding Registers"""
26437;290.031.427;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26257 Ack=37197 Win=64872 Len=0;
26442;290.094.935;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2244;" Unit:   1, Func:   3: Read Holding Registers"""
26449;290.155.555;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26269 Ack=37214 Win=64855 Len=0;
26454;290.223.611;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2245;" Unit:   1, Func:   3: Read Holding Registers"""
26461;290.282.699;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26281 Ack=37231 Win=64838 Len=0;
26466;290.345.223;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2246;" Unit:   1, Func:   3: Read Holding Registers"""
26473;290.424.197;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26293 Ack=37248 Win=64821 Len=0;
26478;290.493.331;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2247;" Unit:   1, Func:   3: Read Holding Registers"""
26485;290.550.103;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26305 Ack=37265 Win=64804 Len=0;
26490;290.600.574;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2248;" Unit:   1, Func:   3: Read Holding Registers"""
26497;290.676.286;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26317 Ack=37282 Win=64787 Len=0;
26502;290.731.229;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2249;" Unit:   1, Func:   3: Read Holding Registers"""
26509;290.802.019;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26329 Ack=37299 Win=64770 Len=0;
26514;290.871.816;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2250;" Unit:   1, Func:   3: Read Holding Registers"""
26521;290.941.668;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26341 Ack=37316 Win=64753 Len=0;
26526;291.000.816;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2251;" Unit:   1, Func:   3: Read Holding Registers"""
26533;291.066.932;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26353 Ack=37333 Win=64736 Len=0;
26538;291.119.233;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2252;" Unit:   1, Func:   3: Read Holding Registers"""
26545;291.191.172;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26365 Ack=37350 Win=64719 Len=0;
26550;291.260.471;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2253;" Unit:   1, Func:   3: Read Holding Registers"""
26557;291.332.917;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26377 Ack=37367 Win=64702 Len=0;
26562;291.386.558;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2254;" Unit:   1, Func:   3: Read Holding Registers"""
26569;291.458.124;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26389 Ack=37384 Win=64685 Len=0;
26574;291.515.979;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2255;" Unit:   1, Func:   3: Read Holding Registers"""
26581;291.582.960;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26401 Ack=37401 Win=64668 Len=0;
26586;291.643.375;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2256;" Unit:   1, Func:   3: Read Holding Registers"""
26593;291.724.314;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26413 Ack=37418 Win=64651 Len=0;
26598;291.771.374;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2257;" Unit:   1, Func:   3: Read Holding Registers"""
26606;291.849.670;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26425 Ack=37435 Win=64634 Len=0;
26610;291.899.163;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2258;" Unit:   1, Func:   3: Read Holding Registers"""
26618;291.976.222;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26437 Ack=37452 Win=64617 Len=0;
26622;292.034.631;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2259;" Unit:   1, Func:   3: Read Holding Registers"""
26629;292.099.978;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26449 Ack=37469 Win=64600 Len=0;
26634;292.157.111;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2260;" Unit:   1, Func:   3: Read Holding Registers"""
26641;292.226.648;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26461 Ack=37486 Win=64583 Len=0;
26646;292.290.833;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2261;" Unit:   1, Func:   3: Read Holding Registers"""
26651;292.366.783;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26473 Ack=37503 Win=64566 Len=0;
26657;292.413.691;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2262;" Unit:   1, Func:   3: Read Holding Registers"""
26663;292.490.669;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26485 Ack=37520 Win=64549 Len=0;
26670;292.559.831;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2263;" Unit:   1, Func:   3: Read Holding Registers"""
26675;292.615.188;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26497 Ack=37537 Win=64532 Len=0;
26681;292.671.610;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2264;" Unit:   1, Func:   3: Read Holding Registers"""
26686;292.741.654;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26509 Ack=37554 Win=64515 Len=0;
26694;292.816.464;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2265;" Unit:   1, Func:   3: Read Holding Registers"""
26700;292.884.584;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26521 Ack=37571 Win=64498 Len=0;
26705;292.937.731;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2266;" Unit:   1, Func:   3: Read Holding Registers"""
26712;293.010.634;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26533 Ack=37588 Win=64481 Len=0;
26719;293.074.688;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2267;" Unit:   1, Func:   3: Read Holding Registers"""
26724;293.135.397;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26545 Ack=37605 Win=64464 Len=0;
26729;293.192.548;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2268;" Unit:   1, Func:   3: Read Holding Registers"""
26735;293.261.196;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26557 Ack=37622 Win=64447 Len=0;
26741;293.321.649;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2269;" Unit:   1, Func:   3: Read Holding Registers"""
26747;293.388.572;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26569 Ack=37639 Win=64430 Len=0;
26753;293.449.201;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2270;" Unit:   1, Func:   3: Read Holding Registers"""
26760;293.530.164;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26581 Ack=37656 Win=64413 Len=0;
26766;293.579.201;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2271;" Unit:   1, Func:   3: Read Holding Registers"""
26772;293.655.925;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26593 Ack=37673 Win=64396 Len=0;
26778;293.712.798;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2272;" Unit:   1, Func:   3: Read Holding Registers"""
26784;293.781.465;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26605 Ack=37690 Win=64379 Len=0;
26789;293.835.462;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2273;" Unit:   1, Func:   3: Read Holding Registers"""
26795;293.906.669;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26617 Ack=37707 Win=64362 Len=0;
26803;293.970.480;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2274;" Unit:   1, Func:   3: Read Holding Registers"""
26807;294.033.114;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26629 Ack=37724 Win=64345 Len=0;
26813;294.092.170;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2275;" Unit:   1, Func:   3: Read Holding Registers"""
26819;294.158.399;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26641 Ack=37741 Win=64328 Len=0;
26826;294.227.493;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2276;" Unit:   1, Func:   3: Read Holding Registers"""
26832;294.297.712;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26653 Ack=37758 Win=64311 Len=0;
26837;294.347.884;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2277;" Unit:   1, Func:   3: Read Holding Registers"""
26844;294.423.208;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26665 Ack=37775 Win=64294 Len=0;
26849;294.477.784;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2278;" Unit:   1, Func:   3: Read Holding Registers"""
26855;294.547.552;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26677 Ack=37792 Win=64277 Len=0;
26861;294.603.827;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2279;" Unit:   1, Func:   3: Read Holding Registers"""
26868;294.686.473;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26689 Ack=37809 Win=64260 Len=0;
26874;294.739.678;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2280;" Unit:   1, Func:   3: Read Holding Registers"""
26880;294.810.568;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26701 Ack=37826 Win=65535 Len=0;
26885;294.862.515;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2281;" Unit:   1, Func:   3: Read Holding Registers"""
26891;294.936.161;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26713 Ack=37843 Win=65518 Len=0;
26897;294.998.337;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2282;" Unit:   1, Func:   3: Read Holding Registers"""
26903;295.060.463;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26725 Ack=37860 Win=65501 Len=0;
26910;295.141.341;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2283;" Unit:   1, Func:   3: Read Holding Registers"""
26914;295.185.344;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26737 Ack=37877 Win=65484 Len=0;
26920;295.248.598;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2284;" Unit:   1, Func:   3: Read Holding Registers"""
26927;295.327.416;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26749 Ack=37894 Win=65467 Len=0;
26934;295.388.591;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2285;" Unit:   1, Func:   3: Read Holding Registers"""
26939;295.454.065;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26761 Ack=37911 Win=65450 Len=0;
26943;295.509.965;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2286;" Unit:   1, Func:   3: Read Holding Registers"""
26951;295.577.759;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26773 Ack=37928 Win=65433 Len=0;
26958;295.646.976;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2287;" Unit:   1, Func:   3: Read Holding Registers"""
26963;295.702.556;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26785 Ack=37945 Win=65416 Len=0;
26968;295.766.418;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2288;" Unit:   1, Func:   3: Read Holding Registers"""
26975;295.844.776;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26797 Ack=37962 Win=65399 Len=0;
26980;295.892.523;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2289;" Unit:   1, Func:   3: Read Holding Registers"""
26987;295.969.540;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26809 Ack=37979 Win=65382 Len=0;
26994;296.039.643;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2290;" Unit:   1, Func:   3: Read Holding Registers"""
27001;296.111.571;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26821 Ack=37996 Win=65365 Len=0;
27006;296.162.231;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2291;" Unit:   1, Func:   3: Read Holding Registers"""
27013;296.236.096;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26833 Ack=38013 Win=65348 Len=0;
27018;296.303.271;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2292;" Unit:   1, Func:   3: Read Holding Registers"""
27025;296.361.749;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26845 Ack=38030 Win=65331 Len=0;
27030;296.421.808;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2293;" Unit:   1, Func:   3: Read Holding Registers"""
27035;296.486.258;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26857 Ack=38047 Win=65314 Len=0;
27042;296.560.653;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2294;" Unit:   1, Func:   3: Read Holding Registers"""
27047;296.612.140;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26869 Ack=38064 Win=65297 Len=0;
27054;296.678.844;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2295;" Unit:   1, Func:   3: Read Holding Registers"""
27061;296.751.594;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26881 Ack=38081 Win=65280 Len=0;
27066;296.806.026;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2296;" Unit:   1, Func:   3: Read Holding Registers"""
27073;296.877.489;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26893 Ack=38098 Win=65263 Len=0;
27078;296.933.455;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2297;" Unit:   1, Func:   3: Read Holding Registers"""
27083;297.001.298;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26905 Ack=38115 Win=65246 Len=0;
27090;297.064.913;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2298;" Unit:   1, Func:   3: Read Holding Registers"""
27097;297.142.039;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26917 Ack=38132 Win=65229 Len=0;
27102;297.209.802;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2299;" Unit:   1, Func:   3: Read Holding Registers"""
27109;297.265.309;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26929 Ack=38149 Win=65212 Len=0;
27114;297.319.958;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2300;" Unit:   1, Func:   3: Read Holding Registers"""
27121;297.391.151;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26941 Ack=38166 Win=65195 Len=0;
27126;297.463.711;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2301;" Unit:   1, Func:   3: Read Holding Registers"""
27133;297.516.974;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26953 Ack=38183 Win=65178 Len=0;
27138;297.580.375;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2302;" Unit:   1, Func:   3: Read Holding Registers"""
27143;297.643.598;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26965 Ack=38200 Win=65161 Len=0;
27150;297.713.264;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2303;" Unit:   1, Func:   3: Read Holding Registers"""
27157;297.783.209;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26977 Ack=38217 Win=65144 Len=0;
27162;297.836.812;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2304;" Unit:   1, Func:   3: Read Holding Registers"""
27169;297.909.281;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=26989 Ack=38234 Win=65127 Len=0;
27174;297.975.916;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2305;" Unit:   1, Func:   3: Read Holding Registers"""
27181;298.034.239;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27001 Ack=38251 Win=65110 Len=0;
27186;298.099.753;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2306;" Unit:   1, Func:   3: Read Holding Registers"""
27193;298.160.309;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27013 Ack=38268 Win=65093 Len=0;
27198;298.223.198;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2307;" Unit:   1, Func:   3: Read Holding Registers"""
27205;298.287.926;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27025 Ack=38285 Win=65076 Len=0;
27210;298.359.730;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2308;" Unit:   1, Func:   3: Read Holding Registers"""
27215;298.412.126;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27037 Ack=38302 Win=65059 Len=0;
27222;298.473.677;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2309;" Unit:   1, Func:   3: Read Holding Registers"""
27229;298.551.147;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27049 Ack=38319 Win=65042 Len=0;
27234;298.615.965;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2310;" Unit:   1, Func:   3: Read Holding Registers"""
27241;298.675.565;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27061 Ack=38336 Win=65025 Len=0;
27246;298.733.587;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2311;" Unit:   1, Func:   3: Read Holding Registers"""
27251;298.799.529;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27073 Ack=38353 Win=65008 Len=0;
27258;298.871.599;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2312;" Unit:   1, Func:   3: Read Holding Registers"""
27265;298.939.682;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27085 Ack=38370 Win=64991 Len=0;
27270;298.996.483;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2313;" Unit:   1, Func:   3: Read Holding Registers"""
27277;299.063.953;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27097 Ack=38387 Win=64974 Len=0;
27282;299.148.436;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2314;" Unit:   1, Func:   3: Read Holding Registers"""
27289;299.235.433;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27109 Ack=38404 Win=64957 Len=0;
27295;299.286.967;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2315;" Unit:   1, Func:   3: Read Holding Registers"""
27302;299.362.035;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27121 Ack=38421 Win=64940 Len=0;
27307;299.422.008;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2316;" Unit:   1, Func:   3: Read Holding Registers"""
27314;299.489.160;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27133 Ack=38438 Win=64923 Len=0;
27318;299.546.327;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2317;" Unit:   1, Func:   3: Read Holding Registers"""
27324;299.612.979;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27145 Ack=38455 Win=64906 Len=0;
27331;299.684.481;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2318;" Unit:   1, Func:   3: Read Holding Registers"""
27338;299.752.405;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27157 Ack=38472 Win=64889 Len=0;
27343;299.800.329;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2319;" Unit:   1, Func:   3: Read Holding Registers"""
27350;299.875.908;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27169 Ack=38489 Win=64872 Len=0;
27355;299.948.085;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2320;" Unit:   1, Func:   3: Read Holding Registers"""
27362;300.001.889;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27181 Ack=38506 Win=64855 Len=0;
27366;300.059.789;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2321;" Unit:   1, Func:   3: Read Holding Registers"""
27372;300.126.632;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27193 Ack=38523 Win=64838 Len=0;
27378;300.187.590;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2322;" Unit:   1, Func:   3: Read Holding Registers"""
27385;300.263.958;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27205 Ack=38540 Win=64821 Len=0;
27390;300.316.510;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2323;" Unit:   1, Func:   3: Read Holding Registers"""
27397;300.390.056;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27217 Ack=38557 Win=64804 Len=0;
27402;300.445.095;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2324;" Unit:   1, Func:   3: Read Holding Registers"""
27409;300.515.607;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27229 Ack=38574 Win=64787 Len=0;
27414;300.572.088;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2325;" Unit:   1, Func:   3: Read Holding Registers"""
27419;300.640.905;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27241 Ack=38591 Win=64770 Len=0;
27426;300.700.621;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2326;" Unit:   1, Func:   3: Read Holding Registers"""
27431;300.765.763;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27253 Ack=38608 Win=64753 Len=0;
27438;300.840.002;192.168.1.100;192.168.1.103;Modbus/TCP;66;   Query: Trans:  2327;" Unit:   1, Func:   3: Read Holding Registers"""
27445;300.906.509;192.168.1.100;192.168.1.103;TCP;54;51003  >  502 [ACK] Seq=27265 Ack=38625 Win=64736 Len=0;
