No.;Time;Source;Destination;Protocol;Length;Info;
62048;676.618.922;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5228;" Unit:   1, Func:   3: Read Holding Registers"""
62054;676.694.744;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62053 Ack=87925 Win=64515 Len=0;
62060;676.755.632;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5229;" Unit:   1, Func:   3: Read Holding Registers"""
62065;676.820.833;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62065 Ack=87942 Win=64498 Len=0;
62072;676.877.310;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5230;" Unit:   1, Func:   3: Read Holding Registers"""
62077;676.945.871;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62077 Ack=87959 Win=64481 Len=0;
62085;677.010.091;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5231;" Unit:   1, Func:   3: Read Holding Registers"""
62090;677.071.868;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62089 Ack=87976 Win=64464 Len=0;
62096;677.134.071;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5232;" Unit:   1, Func:   3: Read Holding Registers"""
62102;677.213.798;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62101 Ack=87993 Win=64447 Len=0;
62108;677.268.155;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5233;" Unit:   1, Func:   3: Read Holding Registers"""
62114;677.339.392;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62113 Ack=88010 Win=64430 Len=0;
62120;677.389.525;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5234;" Unit:   1, Func:   3: Read Holding Registers"""
62126;677.464.710;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62125 Ack=88027 Win=64413 Len=0;
62132;677.522.739;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5235;" Unit:   1, Func:   3: Read Holding Registers"""
62138;677.591.255;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62137 Ack=88044 Win=64396 Len=0;
62144;677.649.358;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5236;" Unit:   1, Func:   3: Read Holding Registers"""
62150;677.717.406;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62149 Ack=88061 Win=64379 Len=0;
62157;677.784.697;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5237;" Unit:   1, Func:   3: Read Holding Registers"""
62162;677.843.692;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62161 Ack=88078 Win=64362 Len=0;
62168;677.915.901;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5238;" Unit:   1, Func:   3: Read Holding Registers"""
62174;677.982.346;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62173 Ack=88095 Win=64345 Len=0;
62180;678.033.781;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5239;" Unit:   1, Func:   3: Read Holding Registers"""
62186;678.108.002;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62185 Ack=88112 Win=64328 Len=0;
62193;678.176.374;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5240;" Unit:   1, Func:   3: Read Holding Registers"""
62198;678.235.055;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62197 Ack=88129 Win=64311 Len=0;
62204;678.290.398;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5241;" Unit:   1, Func:   3: Read Holding Registers"""
62210;678.361.794;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62209 Ack=88146 Win=64294 Len=0;
62216;678.422.813;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5242;" Unit:   1, Func:   3: Read Holding Registers"""
62222;678.487.623;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62221 Ack=88163 Win=64277 Len=0;
62228;678.547.359;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5243;" Unit:   1, Func:   3: Read Holding Registers"""
62234;678.612.796;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62233 Ack=88180 Win=64260 Len=0;
62240;678.683.006;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5244;" Unit:   1, Func:   3: Read Holding Registers"""
62246;678.754.244;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62245 Ack=88197 Win=65535 Len=0;
62252;678.803.633;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5245;" Unit:   1, Func:   3: Read Holding Registers"""
62258;678.881.619;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62257 Ack=88214 Win=65518 Len=0;
62264;678.933.810;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5246;" Unit:   1, Func:   3: Read Holding Registers"""
62270;679.007.803;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62269 Ack=88231 Win=65501 Len=0;
62276;679.061.393;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5247;" Unit:   1, Func:   3: Read Holding Registers"""
62282;679.133.873;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62281 Ack=88248 Win=65484 Len=0;
62289;679.197.420;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5248;" Unit:   1, Func:   3: Read Holding Registers"""
62293;679.259.331;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62293 Ack=88265 Win=65467 Len=0;
62300;679.320.903;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5249;" Unit:   1, Func:   3: Read Holding Registers"""
62306;679.383.298;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62305 Ack=88282 Win=65450 Len=0;
62313;679.453.269;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5250;" Unit:   1, Func:   3: Read Holding Registers"""
62318;679.524.491;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62317 Ack=88299 Win=65433 Len=0;
62325;679.587.688;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5251;" Unit:   1, Func:   3: Read Holding Registers"""
62330;679.650.098;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62329 Ack=88316 Win=65416 Len=0;
62336;679.702.288;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5252;" Unit:   1, Func:   3: Read Holding Registers"""
62342;679.774.230;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62341 Ack=88333 Win=65399 Len=0;
62348;679.833.085;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5253;" Unit:   1, Func:   3: Read Holding Registers"""
62354;679.899.365;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62353 Ack=88350 Win=65382 Len=0;
62360;679.958.568;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5254;" Unit:   1, Func:   3: Read Holding Registers"""
62366;680.039.069;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62365 Ack=88367 Win=65365 Len=0;
62372;680.097.732;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5255;" Unit:   1, Func:   3: Read Holding Registers"""
62378;680.164.703;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62377 Ack=88384 Win=65348 Len=0;
62384;680.216.190;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5256;" Unit:   1, Func:   3: Read Holding Registers"""
62390;680.289.593;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62389 Ack=88401 Win=65331 Len=0;
62396;680.346.498;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5257;" Unit:   1, Func:   3: Read Holding Registers"""
62402;680.414.950;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62401 Ack=88418 Win=65314 Len=0;
62408;680.472.995;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5258;" Unit:   1, Func:   3: Read Holding Registers"""
62413;680.540.383;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62413 Ack=88435 Win=65297 Len=0;
62421;680.606.109;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5259;" Unit:   1, Func:   3: Read Holding Registers"""
62426;680.682.061;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62425 Ack=88452 Win=65280 Len=0;
62432;680.732.806;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5260;" Unit:   1, Func:   3: Read Holding Registers"""
62438;680.807.953;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62437 Ack=88469 Win=65263 Len=0;
62444;680.864.185;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5261;" Unit:   1, Func:   3: Read Holding Registers"""
62450;680.933.357;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62449 Ack=88486 Win=65246 Len=0;
62456;680.989.202;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5262;" Unit:   1, Func:   3: Read Holding Registers"""
62462;681.059.338;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62461 Ack=88503 Win=65229 Len=0;
62469;681.129.018;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5263;" Unit:   1, Func:   3: Read Holding Registers"""
62474;681.184.600;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62473 Ack=88520 Win=65212 Len=0;
62481;681.269.677;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5264;" Unit:   1, Func:   3: Read Holding Registers"""
62491;681.357.207;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62485 Ack=88537 Win=65195 Len=0;
62494;681.417.963;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5265;" Unit:   1, Func:   3: Read Holding Registers"""
62501;681.482.252;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62497 Ack=88554 Win=65178 Len=0;
62506;681.543.275;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5266;" Unit:   1, Func:   3: Read Holding Registers"""
62515;681.622.159;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62509 Ack=88571 Win=65161 Len=0;
62518;681.671.927;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5267;" Unit:   1, Func:   3: Read Holding Registers"""
62525;681.747.353;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62521 Ack=88588 Win=65144 Len=0;
62529;681.802.052;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5268;" Unit:   1, Func:   3: Read Holding Registers"""
62536;681.873.288;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62533 Ack=88605 Win=65127 Len=0;
62539;681.936.249;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5269;" Unit:   1, Func:   3: Read Holding Registers"""
62547;681.999.875;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62545 Ack=88622 Win=65110 Len=0;
62550;682.059.028;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5270;" Unit:   1, Func:   3: Read Holding Registers"""
62560;682.126.184;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62557 Ack=88639 Win=65093 Len=0;
62563;682.186.801;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5271;" Unit:   1, Func:   3: Read Holding Registers"""
62569;682.252.114;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62569 Ack=88656 Win=65076 Len=0;
62574;682.317.089;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5272;" Unit:   1, Func:   3: Read Holding Registers"""
62584;682.394.336;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62581 Ack=88673 Win=65059 Len=0;
62586;682.443.488;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5273;" Unit:   1, Func:   3: Read Holding Registers"""
62595;682.518.833;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62593 Ack=88690 Win=65042 Len=0;
62598;682.574.093;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5274;" Unit:   1, Func:   3: Read Holding Registers"""
62607;682.646.165;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62605 Ack=88707 Win=65025 Len=0;
62610;682.700.289;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5275;" Unit:   1, Func:   3: Read Holding Registers"""
62619;682.770.219;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62617 Ack=88724 Win=65008 Len=0;
62622;682.828.194;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5276;" Unit:   1, Func:   3: Read Holding Registers"""
62629;682.894.981;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62629 Ack=88741 Win=64991 Len=0;
62634;682.961.409;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5277;" Unit:   1, Func:   3: Read Holding Registers"""
62641;683.034.452;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62641 Ack=88758 Win=64974 Len=0;
62645;683.085.629;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5278;" Unit:   1, Func:   3: Read Holding Registers"""
62653;683.160.381;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62653 Ack=88775 Win=64957 Len=0;
62657;683.215.537;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5279;" Unit:   1, Func:   3: Read Holding Registers"""
62665;683.283.879;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62665 Ack=88792 Win=64940 Len=0;
62669;683.366.840;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5280;" Unit:   1, Func:   3: Read Holding Registers"""
62679;683.456.889;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62677 Ack=88809 Win=64923 Len=0;
62682;683.518.150;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5281;" Unit:   1, Func:   3: Read Holding Registers"""
62692;683.582.896;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62689 Ack=88826 Win=64906 Len=0;
62694;683.656.936;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5282;" Unit:   1, Func:   3: Read Holding Registers"""
62703;683.721.567;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62701 Ack=88843 Win=64889 Len=0;
62706;683.772.734;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5283;" Unit:   1, Func:   3: Read Holding Registers"""
62714;683.847.939;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62713 Ack=88860 Win=64872 Len=0;
62717;683.900.577;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5284;" Unit:   1, Func:   3: Read Holding Registers"""
62725;683.970.433;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62725 Ack=88877 Win=64855 Len=0;
62730;684.044.382;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5285;" Unit:   1, Func:   3: Read Holding Registers"""
62737;684.095.285;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62737 Ack=88894 Win=64838 Len=0;
62741;684.159.872;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5286;" Unit:   1, Func:   3: Read Holding Registers"""
62748;684.235.244;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62749 Ack=88911 Win=64821 Len=0;
62753;684.294.982;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5287;" Unit:   1, Func:   3: Read Holding Registers"""
62760;684.362.317;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62761 Ack=88928 Win=64804 Len=0;
62766;684.422.796;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5288;" Unit:   1, Func:   3: Read Holding Registers"""
62772;684.488.589;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62773 Ack=88945 Win=64787 Len=0;
62777;684.543.366;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5289;" Unit:   1, Func:   3: Read Holding Registers"""
62785;684.615.714;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62785 Ack=88962 Win=64770 Len=0;
62789;684.690.231;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5290;" Unit:   1, Func:   3: Read Holding Registers"""
62796;684.742.268;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62797 Ack=88979 Win=64753 Len=0;
62801;684.799.016;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5291;" Unit:   1, Func:   3: Read Holding Registers"""
62808;684.868.453;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62809 Ack=88996 Win=64736 Len=0;
62813;684.924.725;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5292;" Unit:   1, Func:   3: Read Holding Registers"""
62821;684.994.678;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62821 Ack=89013 Win=64719 Len=0;
62825;685.083.193;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5293;" Unit:   1, Func:   3: Read Holding Registers"""
62836;685.166.946;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62833 Ack=89030 Win=64702 Len=0;
62838;685.229.074;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5294;" Unit:   1, Func:   3: Read Holding Registers"""
62845;685.291.761;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62845 Ack=89047 Win=64685 Len=0;
62850;685.366.597;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5295;" Unit:   1, Func:   3: Read Holding Registers"""
62859;685.431.059;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62857 Ack=89064 Win=64668 Len=0;
62862;685.482.909;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5296;" Unit:   1, Func:   3: Read Holding Registers"""
62871;685.557.648;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62869 Ack=89081 Win=64651 Len=0;
62874;685.610.246;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5297;" Unit:   1, Func:   3: Read Holding Registers"""
62884;685.683.405;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62881 Ack=89098 Win=64634 Len=0;
62886;685.739.089;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5298;" Unit:   1, Func:   3: Read Holding Registers"""
62896;685.810.051;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62893 Ack=89115 Win=64617 Len=0;
62898;685.874.604;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5299;" Unit:   1, Func:   3: Read Holding Registers"""
62908;685.936.542;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62905 Ack=89132 Win=64600 Len=0;
62910;685.998.228;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5300;" Unit:   1, Func:   3: Read Holding Registers"""
62918;686.062.773;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62917 Ack=89149 Win=64583 Len=0;
62922;686.125.479;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5301;" Unit:   1, Func:   3: Read Holding Registers"""
62932;686.203.856;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62929 Ack=89166 Win=64566 Len=0;
62934;686.252.895;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5302;" Unit:   1, Func:   3: Read Holding Registers"""
62944;686.328.594;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62941 Ack=89183 Win=64549 Len=0;
62946;686.381.771;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5303;" Unit:   1, Func:   3: Read Holding Registers"""
62956;686.454.096;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62953 Ack=89200 Win=64532 Len=0;
62958;686.510.716;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5304;" Unit:   1, Func:   3: Read Holding Registers"""
62967;686.577.518;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62965 Ack=89217 Win=64515 Len=0;
62970;686.640.380;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5305;" Unit:   1, Func:   3: Read Holding Registers"""
62979;686.717.977;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62977 Ack=89234 Win=64498 Len=0;
62982;686.767.008;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5306;" Unit:   1, Func:   3: Read Holding Registers"""
62988;686.843.085;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=62989 Ack=89251 Win=64481 Len=0;
62993;686.928.236;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5307;" Unit:   1, Func:   3: Read Holding Registers"""
63000;687.015.515;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63001 Ack=89268 Win=64464 Len=0;
63005;687.075.724;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5308;" Unit:   1, Func:   3: Read Holding Registers"""
63013;687.139.401;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63013 Ack=89285 Win=64447 Len=0;
63017;687.212.122;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5309;" Unit:   1, Func:   3: Read Holding Registers"""
63024;687.264.567;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63025 Ack=89302 Win=64430 Len=0;
63029;687.328.532;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5310;" Unit:   1, Func:   3: Read Holding Registers"""
63036;687.404.146;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63037 Ack=89319 Win=64413 Len=0;
63042;687.482.056;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5311;" Unit:   1, Func:   3: Read Holding Registers"""
63051;687.573.815;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63049 Ack=89336 Win=64396 Len=0;
63054;687.632.318;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5312;" Unit:   1, Func:   3: Read Holding Registers"""
63063;687.698.482;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63061 Ack=89353 Win=64379 Len=0;
63066;687.764.488;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5313;" Unit:   1, Func:   3: Read Holding Registers"""
63074;687.824.259;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63073 Ack=89370 Win=64362 Len=0;
63078;687.890.245;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5314;" Unit:   1, Func:   3: Read Holding Registers"""
63081;687.949.013;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63085 Ack=89387 Win=64345 Len=0;
63088;688.011.866;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5315;" Unit:   1, Func:   3: Read Holding Registers"""
63093;688.088.312;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63097 Ack=89404 Win=64328 Len=0;
63100;688.149.996;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5316;" Unit:   1, Func:   3: Read Holding Registers"""
63105;688.214.832;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63109 Ack=89421 Win=64311 Len=0;
63112;688.264.787;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5317;" Unit:   1, Func:   3: Read Holding Registers"""
63117;688.338.336;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63121 Ack=89438 Win=64294 Len=0;
63124;688.410.635;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5318;" Unit:   1, Func:   3: Read Holding Registers"""
63129;688.464.021;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63133 Ack=89455 Win=64277 Len=0;
63136;688.542.219;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5319;" Unit:   1, Func:   3: Read Holding Registers"""
63141;688.588.428;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63145 Ack=89472 Win=64260 Len=0;
63148;688.652.675;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5320;" Unit:   1, Func:   3: Read Holding Registers"""
63153;688.727.975;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63157 Ack=89489 Win=65535 Len=0;
63160;688.793.803;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5321;" Unit:   1, Func:   3: Read Holding Registers"""
63165;688.851.909;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63169 Ack=89506 Win=65518 Len=0;
63172;688.930.740;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5322;" Unit:   1, Func:   3: Read Holding Registers"""
63177;688.976.373;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63181 Ack=89523 Win=65501 Len=0;
63184;689.050.318;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5323;" Unit:   1, Func:   3: Read Holding Registers"""
63189;689.116.477;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63193 Ack=89540 Win=65484 Len=0;
63196;689.194.128;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5324;" Unit:   1, Func:   3: Read Holding Registers"""
63203;689.275.971;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63205 Ack=89557 Win=65467 Len=0;
63210;689.343.017;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:  5325;" Unit:   1, Func:   3: Read Holding Registers"""
63219;689.415.531;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=63217 Ack=89574 Win=65450 Len=0;
