Time_sec,MPU_Fusion_deg,Shaft_Angle_deg,Final_Fusion_deg
0.1,0.4,0.0,0.2
0.2,-0.1,0.0,-0.0
0.3,0.2,0.0,0.1
0.4,0.3,0.0,0.1
0.6,0.2,0.0,0.1
0.7,-0.1,0.0,-0.0
0.8,0.1,0.0,0.0
0.9,-0.2,0.0,-0.1
1.1,-0.1,0.0,-0.1
1.2,0.3,0.0,0.1
1.4,0.2,0.0,0.1
1.5,0.1,0.0,0.0
1.6,-0.2,0.0,-0.1
1.7,-0.1,0.0,-0.1
1.8,-0.1,0.0,-0.0
1.9,0.0,0.0,0.0
2.0,0.1,0.0,0.0
2.1,-0.1,0.0,-0.0
2.3,0.2,0.0,0.1
2.5,-0.0,0.0,-0.0
2.6,-0.0,0.0,-0.0
2.8,0.0,0.0,0.0
2.9,0.2,0.0,0.1
3.0,0.0,0.0,0.0
3.1,-0.2,0.0,-0.1
3.3,0.0,0.0,0.0
3.3,-0.3,0.0,-0.1
3.6,0.1,0.0,0.1
3.7,-0.4,0.0,-0.2
3.8,-0.1,0.0,-0.1
4.0,-0.0,0.0,-0.0
4.2,0.1,0.0,0.1
4.3,0.0,0.0,0.0
4.5,0.1,0.0,0.1
4.6,-0.2,0.0,-0.1
4.6,0.5,0.0,0.2
4.8,-0.0,0.0,-0.0
5.0,-0.2,0.0,-0.1
5.1,0.2,0.0,0.1
5.2,0.1,0.0,0.0
5.4,0.1,0.0,0.0
5.5,0.2,0.0,0.1
5.7,0.6,0.0,0.2
5.9,-0.6,0.0,-0.2
6.0,-0.3,0.0,-0.1
6.2,3.7,-1.0,0.8
6.5,-10.6,-7.5,-8.8
6.8,-18.7,-13.1,-15.4
6.9,-13.9,-15.9,-15.1
7.0,-10.7,-18.8,-15.5
7.1,-11.9,-21.6,-17.8
7.4,-47.2,-29.0,-36.3
7.7,-27.8,-29.9,-29.1
7.9,-27.6,-29.9,-29.0
8.2,-27.6,-29.9,-29.0
8.6,-27.5,-29.9,-29.0
8.8,-27.5,-29.9,-28.9
9.2,-28.3,-29.9,-29.3
9.3,-27.8,-29.9,-29.1
9.4,-27.9,-29.9,-29.1
9.6,-27.4,-29.9,-28.9
9.7,-28.1,-29.9,-29.2
9.9,-28.0,-29.9,-29.2
10.1,-28.0,-29.9,-29.2
10.2,-27.3,-29.9,-28.9
10.2,-27.8,-29.9,-29.1
10.7,-27.1,-30.0,-28.9
10.9,-27.3,-30.0,-28.9
11.1,-27.9,-30.0,-29.2
11.3,-28.1,-30.0,-29.3
11.6,-28.1,-30.0,-29.2
11.8,-27.9,-30.0,-29.2
11.9,-27.7,-30.0,-29.1
12.1,-27.8,-30.0,-29.1
12.2,-27.1,-30.0,-28.9
12.3,-27.4,-30.0,-29.0
12.5,-27.7,-30.0,-29.1
12.7,-27.2,-30.0,-28.9
12.8,-27.7,-30.0,-29.1
13.0,-27.9,-30.0,-29.2
13.1,-27.8,-30.0,-29.1
13.2,-28.0,-30.0,-29.2
13.4,-27.7,-30.0,-29.1
13.6,-27.8,-30.0,-29.1
13.7,-27.7,-30.0,-29.1
13.8,-28.1,-30.0,-29.2
13.9,-27.8,-30.0,-29.1
14.2,-29.3,-30.1,-29.8
14.4,-28.1,-30.1,-29.3
14.6,-27.8,-30.1,-29.2
14.7,-28.0,-30.1,-29.3
14.8,-27.9,-30.1,-29.2
15.1,-28.1,-30.1,-29.3
15.2,-27.5,-30.1,-29.1
15.4,-27.2,-30.1,-29.0
15.6,-28.0,-30.1,-29.3
15.6,-28.1,-30.1,-29.3
15.7,-28.0,-30.1,-29.3
15.9,-28.1,-30.1,-29.3
16.1,-27.7,-30.1,-29.2
16.2,-27.9,-30.1,-29.2
16.4,-27.8,-30.1,-29.2
16.5,-27.9,-30.1,-29.2
16.6,-27.7,-30.1,-29.2
16.7,-27.8,-30.1,-29.2
16.9,-28.1,-30.1,-29.3
17.1,-27.8,-30.1,-29.2
17.2,-27.9,-30.1,-29.2
17.3,-27.9,-30.1,-29.2
17.4,-27.9,-30.1,-29.2
17.6,-27.8,-30.1,-29.2
17.7,-28.1,-30.1,-29.3
17.9,-28.3,-30.1,-29.4
18.1,-27.9,-30.1,-29.2
18.2,-28.3,-30.1,-29.4
18.2,-28.4,-30.1,-29.5
18.4,-27.9,-30.1,-29.2
18.6,-28.2,-30.1,-29.4
18.7,-28.3,-30.1,-29.4
18.9,-27.9,-30.1,-29.2
19.1,-28.1,-30.1,-29.3
19.1,-27.5,-30.1,-29.1
19.2,-27.4,-30.1,-29.0
19.4,-28.7,-30.3,-29.7
19.6,-29.4,-30.3,-29.9
19.7,-28.4,-30.3,-29.5
19.9,-28.2,-30.3,-29.5
20.0,-27.9,-30.3,-29.3
20.1,-28.0,-30.3,-29.4
20.2,-28.1,-30.3,-29.4
20.4,-28.2,-30.3,-29.4
20.6,-28.1,-30.3,-29.4
20.7,-28.0,-30.3,-29.4
20.8,-28.1,-30.3,-29.4
21.0,-28.2,-30.3,-29.5
21.1,-27.8,-30.3,-29.3
21.2,-28.2,-30.3,-29.4
21.3,-28.1,-30.3,-29.4
21.5,-28.1,-30.3,-29.4
21.7,-28.2,-30.3,-29.5
21.7,-28.1,-30.3,-29.4
21.9,-28.3,-30.3,-29.5
22.1,-27.9,-30.3,-29.3
22.2,-28.1,-30.3,-29.4
22.4,-28.2,-30.3,-29.5
22.6,-27.7,-30.3,-29.3
22.6,-27.8,-30.3,-29.3
22.7,-28.4,-30.3,-29.5
22.9,-28.1,-30.3,-29.4
23.1,-28.2,-30.3,-29.5
23.2,-27.9,-30.3,-29.4
23.3,-28.4,-30.3,-29.5
23.6,-32.6,-31.3,-31.8
23.8,-28.3,-31.3,-30.1
