Time_sec,MPU_Fusion_deg,Shaft_Angle_deg,Final_Fusion_deg
0.0,0.4,0.0,0.2
0.2,0.5,0.0,0.2
0.3,0.4,0.0,0.2
0.4,0.4,0.0,0.1
0.5,0.4,0.0,0.2
0.6,0.6,0.0,0.2
0.7,0.3,0.0,0.1
0.9,0.4,0.0,0.1
0.9,0.3,0.0,0.1
1.1,0.4,0.0,0.2
1.1,0.4,0.0,0.2
1.3,0.5,0.0,0.2
1.4,0.4,0.0,0.1
1.5,0.5,0.0,0.2
1.6,0.4,0.0,0.1
1.7,0.5,0.0,0.2
1.8,0.5,0.0,0.2
1.9,0.5,0.0,0.2
2.0,0.4,0.0,0.1
2.2,0.5,0.0,0.2
2.2,0.4,0.0,0.2
2.4,0.3,0.0,0.1
2.5,0.6,0.0,0.2
2.6,0.4,0.0,0.2
2.7,0.4,0.0,0.1
2.8,0.4,0.0,0.1
2.9,0.4,0.0,0.1
3.0,0.4,0.0,0.2
3.1,0.5,0.0,0.2
3.3,0.4,0.0,0.2
3.3,0.5,0.0,0.2
3.5,0.3,0.0,0.1
3.6,0.5,0.0,0.2
3.7,0.5,0.0,0.2
3.8,0.4,0.0,0.1
3.9,0.4,0.0,0.2
4.0,0.5,0.0,0.2
4.1,-0.2,0.0,-0.1
4.2,1.0,0.0,0.4
4.4,0.8,0.0,0.3
4.4,0.2,0.0,0.1
4.6,0.3,0.0,0.1
4.7,0.4,0.0,0.2
4.8,0.4,0.0,0.2
4.9,0.4,0.0,0.1
5.0,0.5,0.0,0.2
5.1,0.5,0.0,0.2
5.2,0.4,0.0,0.2
5.3,0.4,0.0,0.1
5.5,0.5,0.0,0.2
5.5,0.4,0.0,0.1
5.7,0.1,0.0,0.0
5.8,-2.2,0.8,-0.4
6.0,7.0,5.8,6.3
6.2,10.6,9.8,10.1
6.3,13.5,13.8,13.7
6.4,15.9,15.8,15.9
6.7,20.7,22.1,21.6
6.9,27.5,26.7,27.0
7.1,31.0,31.3,31.1
7.2,31.9,33.5,32.9
7.3,34.8,35.8,35.4
7.5,41.1,40.4,40.7
7.7,41.3,45.0,43.5
7.8,44.2,47.3,46.0
7.9,51.7,49.5,50.4
8.0,50.2,51.8,51.2
8.2,57.2,56.3,56.7
8.4,56.5,60.9,59.1
8.6,67.0,65.5,66.1
8.8,67.8,70.1,69.1
8.9,64.1,72.3,69.0
9.0,72.5,74.6,73.7
9.1,77.2,79.2,78.4
9.3,77.7,83.8,81.3
9.5,85.0,88.3,87.0
9.7,80.2,90.0,86.1
9.8,81.5,90.0,86.6
9.9,81.2,90.0,86.5
10.1,81.5,90.0,86.6
10.3,81.8,90.0,86.7
10.5,81.2,90.0,86.5
10.9,81.5,90.0,86.6
11.3,81.3,90.0,86.5
11.3,81.4,90.0,86.5
11.5,81.4,90.0,86.6
11.7,81.4,90.0,86.6
11.8,81.5,90.0,86.6
11.9,81.4,90.0,86.6
12.0,81.3,90.0,86.5
12.1,81.5,90.0,86.6
12.2,81.4,90.0,86.5
12.4,81.5,90.0,86.6
12.5,81.2,90.0,86.5
12.7,81.1,90.0,86.5
12.8,81.2,90.0,86.5
12.9,81.3,90.0,86.5
13.1,81.4,90.0,86.5
13.3,81.5,90.0,86.6
13.4,81.5,90.0,86.6
13.6,81.5,90.0,86.6
13.7,81.0,90.0,86.4
13.8,81.3,90.0,86.5
14.0,81.5,90.0,86.6
14.1,81.5,90.0,86.6
14.2,81.3,90.0,86.5
14.4,81.4,90.0,86.6
14.5,81.6,90.0,86.6
14.7,81.3,90.0,86.5
14.8,81.3,90.0,86.5
15.0,81.5,90.0,86.6
15.1,81.3,90.0,86.5
15.2,81.2,90.0,86.5
15.3,81.3,90.0,86.5
15.4,81.4,90.0,86.5
15.6,81.4,90.0,86.5
15.7,81.8,90.0,86.7
15.9,81.7,90.0,86.7
16.0,81.9,90.0,86.8
16.1,81.5,90.0,86.6
16.3,81.6,90.0,86.6
16.4,81.5,90.0,86.6
16.5,81.2,90.0,86.5
16.7,81.4,90.0,86.5
16.8,81.5,90.0,86.6
16.9,81.4,90.0,86.6
17.1,81.6,90.0,86.6
17.1,81.4,90.0,86.6
17.3,81.7,90.0,86.7
17.4,81.5,90.0,86.6
17.5,81.5,90.0,86.6
17.7,81.4,90.0,86.6
17.9,81.2,90.0,86.5
18.0,81.3,90.0,86.5
18.2,81.4,90.0,86.5
18.3,81.5,90.0,86.6
18.4,81.2,90.0,86.5
18.6,81.3,90.0,86.5
18.7,81.6,90.0,86.6
18.8,81.5,90.0,86.6
19.0,81.5,90.0,86.6
19.1,81.5,90.0,86.6
19.3,81.3,90.0,86.5
19.4,81.5,90.0,86.6
19.6,81.5,90.0,86.6
19.7,81.3,90.0,86.5
19.8,81.3,90.0,86.5
20.0,81.1,90.0,86.4
20.2,81.4,90.0,86.5
20.2,81.5,90.0,86.6
20.3,81.3,90.0,86.5
20.5,81.4,90.0,86.5
20.6,81.7,90.0,86.7
20.7,81.5,90.0,86.6
20.9,81.2,90.0,86.5
21.0,81.5,90.0,86.6
21.1,81.5,90.0,86.6
21.2,81.2,90.0,86.5
21.3,81.6,90.0,86.7
21.4,81.3,90.0,86.5
21.6,81.3,90.0,86.5
21.7,81.3,90.0,86.5
21.8,81.5,90.0,86.6
22.0,81.5,90.0,86.6
22.1,81.5,90.0,86.6
22.3,81.4,90.0,86.5
22.5,81.4,90.0,86.6
22.6,81.4,90.0,86.6
22.8,81.3,90.0,86.5
22.9,81.5,90.0,86.6
22.9,81.4,90.0,86.5
23.1,81.5,90.0,86.6
23.2,81.5,90.0,86.6
23.3,81.5,90.0,86.6
23.5,81.5,90.0,86.6
23.6,81.3,90.0,86.5
23.7,81.4,90.0,86.5
23.9,81.9,90.0,86.7
24.0,81.3,90.0,86.5
24.2,81.5,90.0,86.6
24.3,81.3,90.0,86.5
24.4,81.4,90.0,86.6
24.6,81.3,90.0,86.5
24.8,81.2,90.0,86.5
24.9,81.6,90.0,86.7
25.1,81.4,90.0,86.5
25.2,81.3,90.0,86.5
25.3,81.5,90.0,86.6
25.5,81.6,90.0,86.6
25.6,81.3,90.0,86.5
25.8,81.7,90.0,86.7
25.9,81.9,90.0,86.7
26.0,81.4,90.0,86.5
26.1,81.3,90.0,86.5
26.3,81.2,90.0,86.5
26.5,81.5,90.0,86.6
26.6,81.3,90.0,86.5
26.7,81.4,90.0,86.6
26.9,81.4,90.0,86.5
27.0,81.5,90.0,86.6
27.1,81.3,90.0,86.5
27.2,81.4,90.0,86.6
27.4,81.3,90.0,86.5
27.5,81.5,90.0,86.6
27.6,81.3,90.0,86.5
27.8,80.6,90.0,86.2
27.9,81.5,90.0,86.6
28.0,81.5,90.0,86.6
28.1,81.8,90.0,86.7
28.2,81.1,90.0,86.5
28.3,81.4,90.0,86.6
28.4,81.5,90.0,86.6
28.6,81.5,90.0,86.6
28.6,81.2,90.0,86.5
28.8,81.6,90.0,86.6
28.9,81.2,90.0,86.5
29.0,81.4,90.0,86.6
29.1,81.5,90.0,86.6
29.2,81.3,90.0,86.5
29.3,81.4,90.0,86.6
29.4,81.2,90.0,86.5
29.5,81.2,90.0,86.5
29.7,81.4,90.0,86.6
29.8,81.4,90.0,86.6
29.9,81.5,90.0,86.6
30.1,81.2,90.0,86.5
30.2,81.3,90.0,86.5
30.4,81.4,90.0,86.6
30.5,81.3,90.0,86.5
30.7,81.5,90.0,86.6
30.9,81.3,90.0,86.5
30.9,81.5,90.0,86.6
31.1,81.4,90.0,86.6
31.3,81.4,90.0,86.5
31.4,81.4,90.0,86.5
31.6,81.7,90.0,86.7
31.7,81.4,90.0,86.6
31.8,81.3,90.0,86.5
32.0,81.3,90.0,86.5
32.1,81.4,90.0,86.6
32.3,81.5,90.0,86.6
32.4,81.5,90.0,86.6
32.5,81.4,90.0,86.6
32.6,81.5,90.0,86.6
32.7,81.6,90.0,86.6
32.8,81.3,90.0,86.5
32.9,81.4,90.0,86.5
33.0,81.5,90.0,86.6
33.2,81.6,90.0,86.6
33.2,81.3,90.0,86.5
33.4,81.5,90.0,86.6
33.6,81.3,90.0,86.5
33.7,81.3,90.0,86.5
33.8,81.4,90.0,86.6
34.0,81.4,90.0,86.5
34.1,81.4,90.0,86.6
34.3,80.7,90.0,86.3
34.4,81.5,90.0,86.6
34.6,81.5,90.0,86.6
34.7,81.4,90.0,86.6
34.8,81.2,90.0,86.5
35.0,81.3,90.0,86.5
35.1,81.3,90.0,86.5
35.2,81.6,90.0,86.7
35.3,81.5,90.0,86.6
35.5,81.3,90.0,86.5
35.5,81.2,90.0,86.5
35.7,81.5,90.0,86.6
35.9,81.3,90.0,86.5
36.0,81.3,90.0,86.5
36.2,81.2,90.0,86.5
36.3,81.6,90.0,86.6
36.4,81.3,90.0,86.5
36.6,81.5,90.0,86.6
36.7,81.3,90.0,86.5
36.9,81.4,90.0,86.5
37.1,81.7,90.0,86.7
37.2,81.4,90.0,86.6
37.3,81.2,90.0,86.5
37.5,81.4,90.0,86.5
37.6,81.4,90.0,86.5
37.8,81.5,90.0,86.6
37.8,81.2,90.0,86.5
38.0,81.5,90.0,86.6
38.2,81.1,90.0,86.4
38.2,81.4,90.0,86.6
38.4,81.6,90.0,86.6
38.5,81.3,90.0,86.5
38.6,81.4,90.0,86.5
38.8,81.3,90.0,86.5
39.0,81.5,90.0,86.6
39.0,81.2,90.0,86.5
39.2,81.7,90.0,86.7
39.4,81.3,90.0,86.5
39.5,81.2,90.0,86.5
39.6,81.3,90.0,86.5
39.7,81.5,90.0,86.6
39.8,81.4,90.0,86.6
40.0,81.3,90.0,86.5
40.1,81.2,90.0,86.5
40.3,81.4,90.0,86.5
40.5,81.4,90.0,86.6
40.6,81.4,90.0,86.5
40.7,81.2,90.0,86.5
40.9,81.3,90.0,86.5
41.0,81.4,90.0,86.5
41.2,81.3,90.0,86.5
41.3,81.6,90.0,86.6
41.5,81.4,90.0,86.6
41.6,81.3,90.0,86.5
41.7,81.5,90.0,86.6
41.9,81.3,90.0,86.5
42.1,81.7,90.0,86.7
42.2,81.3,90.0,86.5
42.4,81.5,90.0,86.6
42.4,81.5,90.0,86.6
42.6,80.9,90.0,86.3
42.8,82.1,90.0,86.8
42.9,81.5,90.0,86.6
43.1,81.6,90.0,86.7
43.2,81.4,90.0,86.5
43.3,81.6,90.0,86.7
43.5,81.6,90.0,86.7
43.6,82.1,90.0,86.8
43.8,81.5,90.0,86.6
44.0,80.9,90.0,86.4
44.1,81.2,90.0,86.5
44.2,81.2,90.0,86.5
44.4,81.7,90.0,86.7
44.5,81.4,90.0,86.5
44.7,81.5,90.0,86.6
44.8,81.6,90.0,86.6
44.9,81.3,90.0,86.5
45.1,81.3,90.0,86.5
45.2,81.5,90.0,86.6
45.4,81.4,90.0,86.5
45.5,81.2,90.0,86.5
45.7,81.5,90.0,86.6
45.9,81.4,90.0,86.6
45.9,81.2,90.0,86.5
46.1,81.2,90.0,86.5
46.3,81.3,90.0,86.5
46.4,81.8,90.0,86.7
46.7,82.7,90.0,87.1
46.8,81.5,90.0,86.6
46.9,81.8,90.0,86.7
47.1,81.3,90.0,86.5
47.3,81.7,90.0,86.7
47.4,81.3,90.0,86.5
47.5,81.1,90.0,86.5
47.7,80.2,90.0,86.1
47.8,81.7,90.0,86.7
48.0,81.3,90.0,86.5
48.2,81.5,90.0,86.6
48.2,81.4,90.0,86.6
48.4,81.5,90.0,86.6
48.6,81.4,90.0,86.6
48.7,82.3,90.0,86.9
48.9,81.4,90.0,86.5
49.0,81.5,90.0,86.6
49.2,81.4,90.0,86.5
49.4,81.3,90.0,86.5
49.4,81.4,90.0,86.5
49.6,81.3,90.0,86.5
49.7,81.3,90.0,86.5
49.8,81.4,90.0,86.5
50.0,81.3,90.0,86.5
50.1,81.1,90.0,86.4
50.2,81.4,90.0,86.6
50.4,81.1,90.0,86.4
50.5,81.5,90.0,86.6
50.7,81.4,90.0,86.6
50.9,81.3,90.0,86.5
51.0,81.2,90.0,86.5
51.2,81.9,89.5,86.5
51.3,81.9,89.5,86.5
51.4,81.7,89.5,86.4
51.6,81.6,89.5,86.3
51.7,81.5,89.5,86.3
51.9,81.3,89.5,86.2
52.0,81.4,89.5,86.2
52.1,81.2,89.5,86.2
52.3,81.4,89.5,86.3
52.5,81.3,89.5,86.2
52.6,81.5,89.5,86.3
52.8,81.3,89.5,86.2
52.8,81.4,89.5,86.3
53.0,81.5,89.5,86.3
53.2,81.3,89.5,86.2
53.3,81.3,89.5,86.2
53.4,81.4,89.5,86.3
53.6,81.4,89.5,86.3
53.7,81.3,89.5,86.2
53.9,81.9,89.5,86.5
54.0,81.3,89.5,86.2
54.2,81.3,89.5,86.2
54.3,81.4,89.5,86.3
54.4,81.3,89.5,86.2
54.6,81.6,89.5,86.3
54.8,81.2,89.5,86.2
54.9,81.6,89.5,86.3
55.1,81.3,89.5,86.2
55.2,81.6,89.5,86.3
55.4,81.3,89.5,86.2
55.5,81.4,89.5,86.3
55.6,81.6,89.5,86.3
55.7,81.6,89.5,86.3
55.8,81.8,89.5,86.4
55.9,81.4,89.5,86.3
56.0,81.6,89.5,86.3
56.2,81.4,89.5,86.3
56.3,81.4,89.5,86.3
56.5,81.5,89.5,86.3
56.6,81.5,89.5,86.3
56.7,81.9,89.5,86.5
56.9,81.1,89.5,86.2
57.1,81.6,89.5,86.3
57.2,81.4,89.5,86.3
57.4,81.3,89.5,86.2
57.4,81.4,89.5,86.3
57.5,81.3,89.5,86.2
57.7,81.3,89.5,86.2
57.8,81.2,89.5,86.2
57.9,81.5,89.5,86.3
58.1,81.2,89.5,86.2
58.2,81.4,89.5,86.3
58.3,81.6,89.5,86.3
58.5,81.1,89.5,86.2
58.6,81.3,89.5,86.2
58.8,81.5,89.5,86.3
58.9,81.5,89.5,86.3
59.0,81.5,89.5,86.3
59.1,81.5,89.5,86.3
59.2,80.5,89.5,85.9
59.4,81.4,89.5,86.2
59.5,81.6,89.5,86.3
59.7,81.4,89.5,86.3
59.7,81.2,89.5,86.2
59.9,81.3,89.5,86.2
60.1,81.1,89.5,86.1
60.2,81.7,89.5,86.4
60.4,81.1,89.5,86.1
60.5,81.5,89.5,86.3
60.6,81.6,89.5,86.3
60.8,81.2,89.5,86.2
60.9,81.3,89.5,86.2
61.1,81.5,89.5,86.3
61.3,81.2,89.5,86.2
61.4,81.4,89.5,86.3
61.6,81.3,89.5,86.2
61.7,81.4,89.5,86.3
61.8,81.4,89.5,86.3
62.0,81.4,89.5,86.3
62.1,81.4,89.5,86.3
62.3,81.5,89.5,86.3
62.4,81.4,89.5,86.3
62.5,81.4,89.5,86.2
62.7,81.3,89.5,86.2
62.8,81.5,89.5,86.3
63.0,81.3,89.5,86.2
63.2,81.4,89.5,86.3
63.2,81.4,89.5,86.3
63.4,81.3,89.5,86.2
63.6,81.3,89.5,86.2
63.7,81.2,89.5,86.2
63.9,81.4,89.5,86.2
64.0,81.5,89.5,86.3
64.1,81.4,89.5,86.3
64.3,81.3,89.5,86.2
64.4,81.3,89.5,86.2
64.6,81.2,89.5,86.2
64.7,81.5,89.5,86.3
64.9,80.8,89.5,86.0
65.0,81.2,89.5,86.2
