Time_sec,MPU_Fusion_deg,Shaft_Angle_deg,Final_Fusion_deg
0.1,-0.1,0.0,-0.0
0.3,-0.2,0.0,-0.0
0.4,-0.2,0.0,-0.1
0.6,-0.2,0.0,-0.0
0.6,-0.2,0.0,-0.1
0.7,-0.2,0.0,-0.0
0.9,-0.1,0.0,-0.0
1.0,-0.1,0.0,-0.0
1.1,-0.1,0.0,-0.0
1.2,-0.1,0.0,-0.0
1.3,-0.1,0.0,-0.0
1.5,-0.1,0.0,-0.0
1.7,-0.1,0.0,-0.0
1.7,-0.1,0.0,-0.0
1.9,-0.1,0.0,-0.0
2.1,-0.0,0.0,0.0
2.2,-0.0,0.0,0.0
2.3,-0.0,0.0,-0.0
2.4,-0.1,0.0,-0.0
2.6,-0.1,0.0,-0.0
2.8,-0.1,0.0,-0.0
2.8,-0.1,0.0,-0.0
3.0,-0.1,0.0,-0.0
3.1,-0.1,0.0,-0.0
3.3,-0.1,0.0,-0.0
3.4,-0.1,0.0,-0.0
3.5,-0.1,0.0,-0.0
3.6,-0.1,0.0,-0.0
3.7,-0.1,0.0,-0.0
3.9,-0.1,0.0,-0.0
3.9,-0.0,0.0,-0.0
4.1,-0.1,0.0,-0.0
4.2,-0.1,0.0,-0.0
4.4,-0.1,0.0,-0.0
4.5,-0.2,0.0,-0.0
4.6,-0.2,0.0,-0.0
4.8,-0.1,0.0,-0.0
5.0,-0.2,0.0,-0.0
5.0,-0.2,0.0,-0.0
5.2,-0.2,0.0,-0.1
5.3,-0.2,0.0,-0.0
5.5,-0.2,0.0,-0.0
5.6,-0.1,0.0,-0.0
5.7,-0.1,0.0,-0.0
5.9,-0.2,0.0,-0.0
6.0,-0.2,0.0,-0.0
6.1,-0.2,0.0,-0.0
6.3,-0.1,0.0,-0.0
6.4,-0.1,0.0,-0.0
6.6,-0.1,0.0,-0.0
6.7,-0.1,0.0,-0.0
6.8,-0.1,0.0,-0.0
7.0,-0.0,0.0,-0.0
7.1,-0.1,0.0,-0.0
7.3,-0.1,0.0,-0.0
7.5,-0.1,0.0,-0.0
7.5,-0.1,0.0,-0.0
7.7,-0.1,0.0,-0.0
7.8,-0.1,0.0,-0.0
7.9,-0.1,0.0,-0.0
8.1,-0.1,0.0,-0.0
8.2,-0.2,0.0,-0.0
8.3,-0.2,0.0,-0.0
8.4,-0.2,0.0,-0.0
8.6,-0.1,0.0,-0.0
8.6,-0.1,0.0,-0.0
8.8,-0.1,0.0,-0.0
8.9,-0.1,0.0,-0.0
9.1,-0.1,0.0,-0.0
9.2,-0.1,0.0,-0.0
9.3,-0.2,0.0,-0.0
9.4,-0.2,0.0,-0.1
9.5,-0.2,0.0,-0.0
9.6,-0.2,0.0,-0.0
9.7,-0.2,0.0,-0.0
9.9,-0.1,0.0,-0.0
10.0,-0.2,0.0,-0.0
10.0,-0.2,0.0,-0.1
10.2,-0.2,0.0,-0.1
10.3,-0.2,0.0,-0.0
10.4,-0.1,0.0,-0.0
10.5,-0.1,0.0,-0.0
10.6,-0.1,0.0,-0.0
10.7,-0.1,0.0,-0.0
10.8,-0.1,0.0,-0.0
11.0,-0.1,0.0,-0.0
11.1,-0.1,0.0,-0.0
11.3,-0.1,0.0,-0.0
11.4,-0.1,0.0,-0.0
11.5,-0.1,0.0,-0.0
11.7,-0.1,0.0,-0.0
11.8,-0.1,0.0,-0.0
11.9,-0.1,0.0,-0.0
12.2,3.0,5.2,4.6
12.2,5.4,7.2,6.8
12.4,9.1,11.3,10.8
12.6,13.7,15.5,15.0
12.8,14.7,17.6,16.9
13.0,19.0,24.3,23.0
13.2,23.5,29.0,27.6
13.4,28.3,33.7,32.3
13.6,30.3,38.4,36.4
13.7,34.3,40.8,39.2
13.8,37.2,43.1,41.7
13.9,40.3,45.5,44.2
14.0,42.8,47.9,46.6
14.2,47.4,52.5,51.2
14.4,53.3,57.2,56.3
14.6,57.5,60.0,59.4
14.8,60.8,60.0,60.2
15.0,62.8,60.0,60.7
15.1,63.6,60.0,60.9
15.2,64.2,60.0,61.1
15.3,64.6,60.0,61.2
15.5,65.1,60.0,61.3
16.0,67.4,60.0,61.9
16.2,64.9,60.0,61.2
16.5,63.5,60.0,60.9
16.6,62.8,60.0,60.7
16.8,62.2,60.0,60.5
16.9,61.5,60.0,60.4
17.1,60.9,60.0,60.2
17.3,60.4,60.0,60.1
17.4,60.3,60.0,60.1
17.6,59.4,60.0,59.9
17.8,59.2,60.0,59.8
17.9,58.9,60.0,59.7
18.0,58.7,60.0,59.7
18.2,58.5,60.0,59.6
18.3,58.4,60.0,59.6
18.4,58.3,60.0,59.6
18.6,58.2,60.0,59.6
18.8,57.8,59.3,58.9
18.9,57.4,59.0,58.6
19.1,57.3,59.0,58.6
19.3,56.9,59.0,58.5
19.4,56.8,59.0,58.5
19.6,56.7,59.0,58.4
19.8,56.7,59.0,58.4
19.9,56.6,59.0,58.4
20.1,56.6,59.0,58.4
20.2,56.6,59.0,58.4
20.4,56.6,59.0,58.4
20.6,56.5,59.0,58.4
20.7,56.5,59.0,58.4
21.0,56.5,59.0,58.4
21.2,56.5,59.0,58.4
21.2,56.5,59.0,58.4
21.4,56.5,59.0,58.4
21.6,56.6,59.0,58.4
21.7,56.5,59.0,58.4
21.9,56.6,59.0,58.4
22.1,56.6,59.0,58.4
22.2,56.7,59.0,58.4
22.4,56.6,59.0,58.4
22.6,56.6,59.0,58.4
22.7,56.5,59.0,58.4
22.9,56.5,59.0,58.4
23.0,56.5,59.0,58.4
23.2,56.6,59.0,58.4
23.4,56.6,59.0,58.4
23.5,57.7,59.3,58.9
23.7,57.5,59.3,58.8
