Time_sec;MPU_Fusion_deg;Shaft_Angle_deg;Final_Fusion_deg
0.1;0.0;0.0;0.0
0.2;0.0;0.0;0.0
0.3;0.2;0.0;0.1
0.5;-0.4;0.0;-0.1
0.6;-0.0;0.0;-0.0
0.8;0.6;0.0;0.2
0.9;0.0;0.0;0.0
1.0;0.5;0.0;0.2
1.1;0.0;0.0;0.0
1.2;0.4;0.0;0.1
1.4;-0.2;0.0;-0.1
1.4;-0.4;0.0;-0.2
1.6;-0.9;0.0;-0.3
1.7;-0.2;0.0;-0.1
1.8;0.0;0.0;0.0
1.9;-0.2;0.0;-0.1
1.9;0.4;0.0;0.2
2.1;0.7;0.0;0.3
2.2;-1.1;0.0;-0.4
2.3;0.4;0.0;0.1
2.5;-0.8;0.0;-0.3
2.5;0.3;0.0;0.1
2.6;-0.3;0.0;-0.1
2.8;-0.4;0.0;-0.1
2.8;-0.6;0.0;-0.2
3.0;0.2;0.0;0.1
3.1;-0.1;0.0;-0.1
3.2;-0.1;0.0;-0.1
3.3;-0.2;0.0;-0.1
3.4;-0.2;0.0;-0.1
3.5;-0.8;0.0;-0.3
3.7;0.2;0.0;0.1
3.9;-0.9;0.0;-0.4
4.0;-0.1;0.0;-0.1
4.2;-0.1;0.0;-0.1
4.3;-0.2;0.0;-0.1
4.4;-0.1;0.0;-0.1
4.5;-0.3;0.0;-0.1
4.6;-0.6;0.0;-0.2
4.7;-1.0;0.0;-0.4
4.9;0.0;0.0;0.0
4.9;0.9;0.0;0.3
5.1;-0.4;0.0;-0.1
5.3;-21.2;0.4;-8.2
5.6;20.6;8.2;13.2
5.8;10.0;13.0;11.8
6.0;26.6;17.8;21.3
6.2;37.8;22.6;28.7
6.4;23.2;27.4;25.8
6.6;33.2;32.2;32.6
6.8;33.4;37.0;35.5
6.9;39.4;39.5;39.4
7.0;38.5;41.9;40.5
7.1;38.3;44.2;41.9
7.3;42.7;45.0;44.1
7.4;44.0;45.0;44.6
7.5;44.8;45.0;44.9
7.7;43.6;45.0;44.5
7.9;43.7;45.0;44.5
8.1;43.5;45.0;44.4
8.3;43.9;45.0;44.6
8.7;44.4;45.0;44.8
9.0;43.5;45.0;44.4
9.3;44.2;45.0;44.7
9.5;43.5;45.0;44.4
