Time_sec;MPU_Fusion_deg;Shaft_Angle_deg;Final_Fusion_deg
0.1;0.3;0.0;0.1
0.3;0.3;0.0;0.1
0.4;0.3;0.0;0.1
0.5;0.3;0.0;0.1
0.7;0.2;0.0;0.1
0.9;0.3;0.0;0.1
1.0;0.3;0.0;0.1
1.2;0.3;0.0;0.1
1.3;0.1;0.0;0.0
1.5;0.1;0.0;0.0
1.7;0.3;0.0;0.1
1.8;0.2;0.0;0.1
2.0;0.2;0.0;0.1
2.1;0.2;0.0;0.1
2.2;0.2;0.0;0.1
2.3;0.3;0.0;0.1
2.5;0.3;0.0;0.1
2.6;0.2;0.0;0.1
2.6;0.3;0.0;0.1
2.8;0.3;0.0;0.1
3.0;0.3;0.0;0.1
3.1;0.3;0.0;0.1
3.2;0.4;0.0;0.1
3.3;0.2;0.0;0.1
3.5;0.3;0.0;0.1
3.5;0.3;0.0;0.1
3.7;0.2;0.0;0.1
3.9;0.4;0.0;0.2
4.0;0.3;0.0;0.1
4.2;0.2;0.0;0.1
4.3;0.3;0.0;0.1
4.5;0.3;0.0;0.1
4.7;0.4;0.0;0.2
4.7;0.4;0.0;0.1
4.8;0.2;0.0;0.1
5.0;0.4;0.0;0.2
5.1;0.1;0.0;0.0
5.2;0.4;0.0;0.2
5.3;0.4;0.0;0.1
5.4;0.3;0.0;0.1
5.6;0.1;0.0;0.0
5.7;0.2;0.0;0.1
5.9;0.3;0.0;0.1
6.0;0.3;0.0;0.1
6.2;0.3;0.0;0.1
6.4;0.3;0.0;0.1
6.5;0.2;0.0;0.1
6.7;0.3;0.0;0.1
6.9;0.4;0.0;0.1
7.0;-1.4;0.7;-0.1
7.3;6.8;6.3;6.5
7.4;12.2;8.7;10.1
7.5;11.6;11.1;11.3
7.6;12.8;13.5;13.2
7.7;14.5;15.9;15.4
7.8;17.3;18.4;18.0
7.9;21.6;20.9;21.2
8.1;25.2;25.8;25.5
8.3;32.3;30.7;31.3
8.5;33.8;35.5;34.8
8.8;38.1;40.5;39.5
9.0;36.7;45.0;41.7
9.2;43.4;45.0;44.4
9.4;43.8;45.0;44.5
9.6;43.9;45.0;44.6
10.0;43.9;45.0;44.6
10.2;43.9;45.0;44.6
10.5;43.9;45.0;44.6
10.6;43.7;45.0;44.5
10.8;43.9;45.0;44.6
11.0;43.9;45.0;44.5
11.1;44.2;45.0;44.7
11.3;43.7;45.0;44.5
11.4;43.8;45.0;44.5
11.7;41.2;44.6;43.2
11.8;42.2;44.2;43.4
11.9;43.8;44.2;44.1
12.0;42.9;44.2;43.7
12.1;43.3;44.2;43.9
12.2;43.1;44.2;43.8
12.3;43.4;44.2;43.9
12.4;43.2;44.2;43.8
12.6;43.4;44.2;43.9
12.7;43.2;44.2;43.8
12.8;43.3;44.2;43.9
13.0;43.4;44.2;43.9
13.2;43.4;44.2;43.9
